dispnum,stabb,ccode,stday,stmon,styear,endday,endmon,endyear,sidea,revstate,revtype1,revtype2,fatality,fatalpre,hiact,hostlev,orig,version
1542,"USA",2,30,6,1886,24,8,1886,0,0,0,-9,0,0,0,1,1,5
1543,"MEX",70,-9,2,1880,-9,2,1880,0,0,0,-9,0,0,0,1,1,5
1543,"USA",2,-9,2,1880,-9,2,1880,1,1,2,-9,0,0,7,3,1,5
1544,"MEX",70,16,5,1876,20,8,1878,0,0,0,-9,-9,-9,17,4,1,5
1544,"USA",2,16,5,1876,20,8,1878,1,1,2,-9,-9,-9,17,4,1,5
1545,"MEX",70,20,4,1875,12,7,1875,0,0,0,-9,0,0,0,1,1,5
1545,"USA",2,20,4,1875,12,7,1875,1,1,2,-9,0,0,12,3,1,5
1547,"USA",2,6,5,1873,16,6,1873,1,1,2,-9,0,0,12,3,1,5
1547,"MEX",70,6,5,1873,16,6,1873,0,0,0,-9,0,0,0,1,1,5
1548,"USA",2,21,11,1859,4,1,1860,1,0,0,-9,0,0,12,3,1,5
1548,"MEX",70,21,11,1859,4,1,1860,0,0,0,-9,0,0,0,1,1,5
1549,"MEX",70,2,3,1860,20,3,1860,0,0,0,-9,-9,-9,17,4,1,5
1549,"USA",2,2,3,1860,20,3,1860,1,1,3,-9,-9,-9,17,4,1,5
1550,"MEX",70,-9,10,1855,-9,10,1855,0,0,0,-9,-9,-9,17,4,1,5
1550,"USA",2,-9,10,1855,-9,10,1855,1,0,0,-9,-9,-9,17,4,1,5
1551,"USA",2,-9,11,1850,25,1,1851,1,1,2,-9,0,0,3,2,1,5
1551,"MEX",70,-9,11,1850,25,1,1851,0,0,0,-9,0,0,0,1,1,5
1552,"USA",2,23,8,1843,2,2,1848,1,1,1,-9,6,-9,20,5,1,5
1552,"MEX",70,23,8,1843,2,2,1848,0,0,0,-9,6,-9,20,5,1,5
1553,"MEX",70,-9,4,1838,-9,4,1838,1,0,0,-9,0,0,16,4,1,5
1553,"USA",2,-9,4,1838,-9,4,1838,0,0,0,-9,0,0,0,1,1,5
1554,"MEX",70,-9,12,1836,-9,5,1837,1,0,0,-9,0,0,15,4,1,5
1554,"USA",2,-9,12,1836,-9,5,1837,0,0,0,-9,0,0,15,4,1,5
1555,"USA",2,4,4,1836,-9,7,1836,1,0,0,-9,0,0,14,4,1,5
1555,"MEX",70,4,4,1836,-9,7,1836,0,0,0,-9,0,0,0,1,1,5
1556,"MEX",70,-9,3,1839,-9,3,1839,0,0,0,-9,0,0,15,4,1,5
1556,"USA",2,-9,3,1839,-9,3,1839,1,0,0,-9,0,0,7,3,1,5
1557,"USA",2,3,1,1898,12,8,1898,1,1,1,-9,6,-9,20,5,1,5
1557,"SPN",230,3,1,1898,12,8,1898,0,0,0,-9,6,-9,20,5,1,5
1563,"PER",135,14,4,1864,5,2,1865,0,0,0,-9,0,0,10,3,1,5
1563,"SPN",230,14,4,1864,5,2,1865,1,1,4,-9,0,0,14,4,1,5
1563,"CHL",155,25,4,1864,27,9,1864,0,0,0,-9,0,0,8,3,0,5
1564,"SPN",230,7,3,1855,9,3,1855,1,1,2,-9,0,0,16,4,1,5
1564,"USA",2,7,3,1855,9,3,1855,0,0,0,-9,0,0,4,2,1,5
1565,"SPN",230,28,2,1854,8,4,1854,1,1,2,-9,0,0,15,4,1,5
1565,"USA",2,28,2,1854,8,4,1854,0,0,0,-9,0,0,1,2,1,5
1566,"SPN",230,-9,6,1850,-9,12,1850,1,1,2,-9,0,0,15,4,1,5
1566,"USA",2,-9,6,1850,-9,12,1850,0,0,0,-9,0,0,7,3,1,5
1567,"USA",2,15,3,1818,30,5,1818,1,1,1,-9,-9,-9,14,4,1,5
1567,"SPN",230,15,3,1818,30,5,1818,0,0,0,-9,-9,-9,16,4,1,5
1569,"TUR",640,-9,12,1896,19,5,1897,0,0,0,-9,6,-9,20,5,1,5
1569,"GRC",350,-9,12,1896,19,5,1897,1,1,1,-9,5,-9,20,5,1,5
1571,"TUR",640,-9,3,1882,-9,4,1882,1,1,1,-9,-9,-9,14,4,1,5
1571,"GRC",350,-9,3,1882,-9,4,1882,0,0,0,-9,-9,-9,17,4,1,5
1573,"TUR",640,7,1,1878,26,2,1878,0,0,0,-9,0,0,7,3,1,5
1573,"GRC",350,7,1,1878,26,2,1878,1,1,1,-9,0,0,18,4,1,5
1574,"TUR",640,-9,2,1877,-9,5,1877,0,0,0,-9,0,0,0,1,1,5
1574,"GRC",350,-9,2,1877,-9,5,1877,1,1,1,-9,0,0,7,3,1,5
1575,"GRC",350,19,11,1868,6,2,1869,1,1,2,-9,0,0,17,4,1,5
1575,"TUR",640,19,11,1868,6,2,1869,0,0,0,-9,0,0,17,4,1,5
1576,"TUR",640,-9,10,1866,-9,10,1866,0,0,0,-9,0,0,0,1,1,5
1576,"GRC",350,-9,10,1866,-9,10,1866,1,1,2,-9,0,0,7,3,1,5
1579,"TUR",640,24,9,1829,25,9,1829,0,0,0,-9,-9,-9,17,4,1,5
1579,"GRC",350,24,9,1829,25,9,1829,1,1,2,-9,-9,-9,17,4,1,5
1580,"SPN",230,16,10,1859,25,3,1860,1,1,2,-9,6,-9,20,5,1,5
1580,"MOR",600,16,10,1859,25,3,1860,0,0,0,-9,6,-9,20,5,1,5
1581,"SPN",230,2,10,1893,31,1,1894,1,1,2,-9,0,0,16,4,1,5
1581,"MOR",600,2,10,1893,31,1,1894,0,0,0,-9,0,0,0,1,1,5
1586,"ARG",160,1,1,1846,1,7,1846,1,0,0,-9,0,0,13,4,1,5
1586,"PAR",150,1,1,1846,1,7,1846,0,1,2,-9,0,0,7,3,1,5
1587,"PAR",150,-9,9,1850,14,10,1850,0,0,0,-9,0,0,16,4,1,5
1587,"BRA",140,-9,9,1850,14,10,1850,1,1,1,-9,0,0,16,4,1,5
1588,"PAR",150,-9,1,1855,21,3,1855,0,0,0,-9,0,0,16,4,1,5
1588,"BRA",140,-9,1,1855,21,3,1855,1,1,1,-9,0,0,7,3,1,5
1589,"PAR",150,-9,4,1862,-9,5,1862,0,0,0,-9,0,0,8,3,1,5
1589,"BRA",140,-9,4,1862,-9,5,1862,1,1,1,-9,0,0,11,3,1,5
1590,"BRA",140,-9,8,1863,1,3,1870,0,1,4,-9,6,-9,20,5,1,5
1590,"PAR",150,-9,8,1863,1,3,1870,1,0,0,-9,6,-9,20,5,1,5
1590,"ARG",160,-9,4,1865,1,3,1870,0,1,4,-9,6,-9,20,5,0,5
1593,"ECU",130,-9,5,1858,25,1,1860,0,1,1,-9,2,-9,17,4,1,5
1593,"PER",135,-9,5,1858,25,1,1860,1,1,1,-9,1,-9,13,4,1,5
1594,"SPN",230,-9,4,1859,-9,6,1859,0,0,0,-9,0,0,0,1,1,5
1594,"PER",135,-9,4,1859,-9,6,1859,1,0,0,-9,0,0,15,4,1,5
1595,"PER",135,10,8,1862,10,2,1863,0,0,0,-9,0,0,0,1,1,5
1595,"CHL",155,10,8,1862,10,2,1863,0,0,0,-9,0,0,0,1,1,5
1595,"SPN",230,10,8,1862,10,2,1863,1,1,4,-9,0,0,7,3,1,5
1596,"ECU",130,-9,9,1893,23,1,1894,0,1,1,-9,0,0,7,3,1,5
1596,"PER",135,-9,9,1893,23,1,1894,1,1,1,-9,0,0,15,4,1,5
1597,"PER",135,-9,4,1899,-9,10,1899,1,1,1,-9,0,0,14,4,1,5
1597,"COL",100,-9,4,1899,-9,10,1899,0,0,0,-9,0,0,0,1,1,5
1598,"PER",135,-9,1,1912,13,4,1912,1,1,1,-9,0,0,7,3,1,5
1598,"COL",100,-9,1,1912,13,4,1912,0,1,1,-9,0,0,0,1,1,5
1599,"USA",2,20,9,1889,30,9,1889,1,1,4,-9,0,0,7,3,1,5
1599,"HAI",41,20,9,1889,30,9,1889,0,0,0,-9,0,0,0,1,1,5
1600,"BOL",145,-9,7,1866,-9,7,1866,1,1,1,-9,0,0,7,3,1,5
1600,"ARG",160,-9,7,1866,-9,7,1866,0,1,1,-9,0,0,0,1,1,5
1601,"BOL",145,23,12,1887,13,2,1888,0,1,1,-9,0,0,0,1,1,5
1601,"PAR",150,23,12,1887,13,2,1888,1,1,1,-9,0,0,15,4,1,5
1603,"SYR",652,19,5,1949,14,8,1949,1,1,2,-9,0,0,16,4,1,5
1603,"LEB",660,19,5,1949,14,8,1949,0,0,0,-9,0,0,15,4,1,5
1605,"THI",800,23,3,1970,1,6,1970,1,1,1,-9,0,0,14,4,1,5
1605,"CAM",811,23,3,1970,1,6,1970,0,0,0,-9,0,0,0,1,1,5
1608,"CHL",155,6,11,1965,11,12,1965,1,1,1,-9,1,-9,17,4,1,5
1608,"ARG",160,6,11,1965,11,12,1965,0,1,1,-9,0,0,17,4,1,5
1609,"ARG",160,18,8,1967,7,5,1968,0,1,1,-9,0,0,16,4,1,5
1609,"CHL",155,18,8,1967,7,5,1968,1,1,1,-9,0,0,7,3,1,5
1610,"THI",800,-9,6,1968,-9,8,1968,0,1,1,-9,-9,-9,17,4,1,5
1610,"CAM",811,-9,6,1968,-9,8,1968,1,0,0,-9,-9,-9,17,4,1,5
1612,"SAU",670,28,3,1973,8,4,1973,0,0,0,-9,0,0,7,3,0,5
1612,"IRQ",645,21,12,1972,8,4,1973,1,1,1,-9,0,0,17,4,1,5
1612,"KUW",690,21,12,1972,8,4,1973,0,0,0,-9,1,-9,17,4,1,5
1613,"KUW",690,7,3,1975,5,6,1975,0,0,0,-9,0,0,0,1,1,5
1613,"IRQ",645,7,3,1975,5,6,1975,1,1,1,-9,0,0,16,4,1,5
1614,"RUM",360,20,12,1941,20,12,1941,0,0,0,-9,0,0,0,1,1,5
1614,"NIC",93,20,12,1941,20,12,1941,1,0,0,-9,0,0,18,4,1,5
1614,"BUL",355,20,12,1941,20,12,1941,0,0,0,-9,0,0,0,1,1,5
1614,"HUN",310,20,12,1941,20,12,1941,0,0,0,-9,0,0,0,1,1,5
1622,"UKG",200,30,10,1826,30,10,1826,1,1,2,-9,0,0,1,2,1,5
1622,"BRA",140,30,10,1826,30,10,1826,0,0,0,-9,0,0,0,1,1,5
1623,"UKG",200,20,1,1836,27,1,1837,0,0,0,-9,0,0,13,4,1,5
1623,"COL",100,20,1,1836,27,1,1837,1,0,0,-9,0,0,15,4,1,5
1625,"BRA",140,4,6,1845,16,5,1846,0,0,0,-9,0,0,0,1,1,5
1625,"UKG",200,4,6,1845,16,5,1846,1,1,2,-9,0,0,15,4,1,5
1627,"UKG",200,1,8,1849,-9,6,1852,1,1,2,-9,-9,-9,15,4,1,5
1627,"BRA",140,1,8,1849,-9,6,1852,0,0,0,-9,-9,-9,16,4,1,5
1628,"VEN",101,-9,5,1858,27,8,1858,0,0,0,-9,0,0,0,1,1,5
1628,"FRN",220,-9,5,1858,27,8,1858,1,0,0,-9,0,0,13,4,1,5
1628,"UKG",200,-9,5,1858,27,8,1858,1,0,0,-9,0,0,13,4,1,5
1629,"UKG",200,29,11,1859,30,11,1859,1,0,0,-9,0,0,15,4,1,5
1629,"PAR",150,29,11,1859,30,11,1859,0,0,0,-9,0,0,0,1,1,5
1630,"UKG",200,-9,5,1859,-9,5,1859,0,0,0,-9,0,0,0,1,1,5
1630,"VEN",101,-9,5,1859,-9,5,1859,1,0,0,-9,0,0,15,4,1,5
1631,"SPN",230,20,12,1860,20,12,1860,0,0,0,-9,0,0,0,1,1,5
1631,"FRN",220,20,12,1860,20,12,1860,0,0,0,-9,0,0,0,1,1,5
1631,"USA",2,20,12,1860,20,12,1860,1,1,2,-9,0,0,1,2,1,5
1631,"UKG",200,20,12,1860,20,12,1860,0,0,0,-9,0,0,0,1,1,5
1632,"HAI",41,11,6,1872,12,6,1872,0,0,0,-9,0,0,0,1,1,5
1632,"GMY",255,11,6,1872,12,6,1872,1,0,0,-9,0,0,15,4,1,5
1633,"CHL",155,27,4,1876,2,8,1876,1,1,1,-9,0,0,15,4,1,5
1633,"ARG",160,27,4,1876,2,8,1876,0,1,1,-9,0,0,10,3,1,5
1635,"ITA",325,13,7,1877,-9,11,1877,0,0,0,-9,0,0,7,3,1,5
1635,"AUH",300,13,7,1877,-9,11,1877,1,0,0,-9,0,0,11,3,1,5
1637,"USA",2,-9,1,1881,-9,1,1881,0,0,0,-9,0,0,1,2,1,5
1637,"UKG",200,-9,1,1881,-9,7,1881,1,1,1,-9,0,0,7,3,1,5
1637,"VEN",101,-9,1,1881,-9,7,1881,0,0,0,-9,0,0,0,1,1,5
1639,"UKG",200,-9,10,1886,-9,4,1887,1,1,1,-9,0,0,14,4,1,5
1639,"VEN",101,-9,10,1886,-9,4,1887,0,0,0,-9,0,0,1,2,1,5
1642,"UKG",200,14,10,1890,24,3,1891,0,0,0,-9,0,0,1,2,1,5
1642,"ITA",325,14,10,1890,24,3,1891,1,1,1,-9,0,0,7,3,1,5
1643,"UKG",200,2,2,1891,24,6,1891,1,1,2,-9,0,0,7,3,1,5
1643,"CHL",155,2,2,1891,24,6,1891,0,0,0,-9,0,0,0,1,1,5
1643,"FRN",220,2,2,1891,24,6,1891,1,1,2,-9,0,0,7,3,1,5
1644,"FRN",220,10,1,1895,11,3,1895,1,1,2,-9,0,0,7,3,1,5
1644,"USA",2,11,2,1895,11,3,1895,0,0,0,-9,0,0,7,3,0,5
1644,"DOM",42,10,1,1895,11,3,1895,0,0,0,-9,0,0,0,1,1,5
1645,"BRA",140,-9,1,1895,-9,7,1895,0,0,0,-9,0,0,0,1,1,5
1645,"UKG",200,-9,1,1895,-9,7,1895,1,1,4,-9,0,0,14,4,1,5
1646,"FRN",220,11,5,1895,25,5,1895,1,0,0,-9,0,0,12,3,1,5
1646,"BRA",140,11,5,1895,25,5,1895,0,0,0,-9,0,0,0,1,1,5
1647,"FRN",220,-9,6,1896,-9,12,1896,1,1,1,-9,-9,-9,14,4,1,5
1647,"BRA",140,-9,6,1896,-9,12,1896,0,0,0,-9,-9,-9,17,4,1,5
1648,"GMY",255,6,12,1896,6,12,1896,1,0,0,-9,0,0,7,3,1,5
1648,"HAI",41,6,12,1896,6,12,1896,0,0,0,-9,0,0,0,1,1,5
1649,"POR",235,11,10,1897,11,10,1897,0,0,0,-9,0,0,0,1,1,5
1649,"UKG",200,11,10,1897,11,10,1897,1,1,2,-9,0,0,2,2,1,5
1650,"USA",2,-9,7,1905,6,3,1906,1,0,0,-9,0,0,7,3,1,5
1650,"CHN",710,-9,7,1905,6,3,1906,0,0,0,-9,0,0,0,1,1,5
1653,"MEX",70,25,1,1911,29,2,1912,0,0,0,-9,0,0,4,2,1,5
1653,"USA",2,25,1,1911,29,2,1912,1,1,2,-9,0,0,16,4,1,5
1654,"UKG",200,-9,8,1914,-9,9,1914,1,1,2,-9,0,0,15,4,1,5
1654,"NTH",210,-9,8,1914,-9,9,1914,0,0,0,-9,0,0,0,1,1,5
1656,"NOR",385,19,2,1915,11,1,1918,0,0,0,-9,0,0,0,1,1,5
1656,"GMY",255,19,2,1915,11,1,1918,1,1,2,-9,0,0,16,4,1,5
1660,"SWD",380,-9,2,1917,-9,5,1917,0,0,0,-9,0,0,0,1,1,5
1660,"UKG",200,-9,2,1917,-9,5,1917,1,1,2,-9,0,0,15,4,1,5
1660,"USA",2,-9,2,1917,-9,5,1917,1,1,2,-9,0,0,15,4,1,5
1661,"NTH",210,5,10,1914,27,8,1918,0,0,0,-9,0,0,0,1,1,5
1661,"GMY",255,5,10,1914,27,8,1918,1,1,2,-9,0,0,16,4,1,5
1665,"USA",2,6,1,1921,6,1,1921,1,1,2,-9,0,0,1,2,1,5
1665,"CUB",40,6,1,1921,6,1,1921,0,0,0,-9,0,0,0,1,1,5
1666,"USA",2,-9,5,1921,-9,5,1921,1,1,2,-9,0,0,7,3,1,5
1666,"SAL",92,-9,5,1921,-9,5,1921,0,0,0,-9,0,0,0,1,1,5
1668,"CHN",710,-9,11,1922,-9,9,1923,0,1,2,-9,0,0,0,1,1,5
1668,"USR",365,-9,11,1922,-9,9,1923,1,0,0,-9,0,0,13,4,1,5
1669,"ETH",530,-9,1,1923,-9,7,1923,0,0,0,-9,0,0,0,1,1,5
1669,"ITA",325,-9,1,1923,-9,7,1923,1,1,1,-9,0,0,14,4,1,5
1670,"FRN",220,-9,12,1925,19,1,1926,1,1,2,-9,0,0,7,3,1,5
1670,"ITA",325,-9,12,1925,19,1,1926,0,0,0,-9,0,0,0,1,1,5
1671,"ITA",325,1,12,1926,15,1,1927,0,0,0,-9,0,0,0,1,1,5
1671,"FRN",220,1,12,1926,15,1,1927,1,1,2,-9,0,0,7,3,1,5
1672,"UKG",200,28,10,1927,31,10,1927,0,0,0,-9,0,0,0,1,1,5
1672,"FRN",220,28,10,1927,31,10,1927,0,0,0,-9,0,0,0,1,1,5
1672,"ITA",325,28,10,1927,31,10,1927,1,1,2,-9,0,0,7,3,1,5
1672,"SPN",230,28,10,1927,31,10,1927,0,0,0,-9,0,0,0,1,1,5
1674,"USR",365,8,2,1927,30,4,1927,0,1,2,-9,0,0,7,3,1,5
1674,"CHN",710,8,2,1927,30,4,1927,1,0,0,-9,0,0,15,4,1,5
1677,"CUB",40,-9,7,1933,-9,1,1934,0,0,0,-9,0,0,1,2,1,5
1677,"USA",2,-9,7,1933,-9,1,1934,1,1,2,-9,0,0,13,4,1,5
1683,"UKG",200,-9,7,1883,28,5,1884,0,1,2,-9,0,0,3,2,1,5
1683,"HAI",41,-9,7,1883,28,5,1884,1,0,0,-9,0,0,16,4,1,5
1684,"GMY",255,8,8,1939,-9,2,1940,0,0,0,-9,0,0,0,1,1,5
1684,"ITA",325,8,8,1939,-9,2,1940,1,1,2,-9,0,0,7,3,1,5
1685,"POL",290,14,9,1939,19,9,1939,0,0,0,-9,-9,-9,17,4,1,5
1685,"EST",366,14,9,1939,19,9,1939,1,1,4,-9,-9,-9,17,4,1,5
1686,"GMY",255,29,8,1939,-9,9,1939,0,0,0,-9,0,0,0,1,1,5
1686,"SWZ",225,29,8,1939,-9,9,1939,1,0,0,-9,0,0,8,3,1,5
1693,"GMY",255,1,6,1942,22,6,1942,1,1,2,-9,0,0,16,4,1,5
1693,"ARG",160,1,6,1942,22,6,1942,0,0,0,-9,0,0,0,1,1,5
1694,"THI",800,25,1,1942,-9,8,1945,1,0,0,-9,-9,-9,17,4,1,5
1694,"AUL",900,25,1,1942,-9,8,1945,0,0,0,-9,-9,-9,17,4,1,5
1694,"UKG",200,25,1,1942,-9,8,1945,0,0,0,-9,-9,-9,17,4,1,5
1695,"HUN",310,-9,2,1944,19,3,1944,0,0,0,-9,0,0,0,1,1,5
1695,"GMY",255,-9,2,1944,19,3,1944,1,0,0,-9,0,0,16,4,1,5
1698,"CHL",155,15,2,1947,3,4,1947,1,1,1,-9,0,0,14,4,1,5
1698,"UKG",200,15,2,1947,3,4,1947,0,0,0,-9,0,0,0,1,1,5
1698,"ARG",160,3,4,1947,3,4,1947,1,1,1,-9,0,0,14,4,0,5
1701,"USR",365,16,6,1952,16,9,1952,1,0,0,-9,0,0,16,4,1,5
1701,"SWD",380,16,6,1952,16,9,1952,0,0,0,-9,0,0,8,3,1,5
1702,"USA",2,-9,8,1952,30,10,1952,0,0,0,-9,0,0,0,1,1,5
1702,"ECU",130,-9,8,1952,30,10,1952,1,1,2,-9,0,0,15,4,1,5
1703,"HUN",310,30,6,1952,26,10,1952,1,1,2,-9,0,0,12,3,1,5
1703,"USR",365,15,7,1952,26,10,1952,1,1,2,-9,0,0,12,3,0,5
1703,"RUM",360,1,10,1952,26,10,1952,1,1,2,-9,0,0,0,1,0,5
1703,"YUG",345,30,6,1952,26,10,1952,0,0,0,-9,1,-9,16,4,1,5
1703,"BUL",355,15,9,1952,26,10,1952,1,1,2,-9,-9,-9,16,4,0,5
1706,"FRN",220,31,5,1957,17,6,1958,1,1,2,-9,1,-9,13,4,1,5
1706,"TUN",616,31,5,1957,17,6,1958,0,0,0,-9,2,-9,17,4,1,5
1707,"CHN",710,2,7,1958,1,11,1958,1,1,1,-9,0,0,14,4,1,5
1707,"IND",750,2,7,1958,1,11,1958,0,1,1,-9,0,0,7,3,1,5
1708,"CHN",710,21,5,1959,7,9,1959,1,1,2,-9,-9,-9,16,4,1,5
1708,"MYA",775,21,5,1959,7,9,1959,0,0,0,-9,-9,-9,8,3,1,5
1709,"USR",365,28,12,1959,30,12,1959,0,0,0,-9,1,-9,1,2,1,5
1709,"ROK",732,28,12,1959,30,12,1959,1,0,0,-9,0,0,16,4,1,5
1710,"ROK",732,10,1,1960,10,1,1960,0,0,0,-9,1,-9,17,4,1,5
1710,"CHN",710,10,1,1960,10,1,1960,1,0,0,-9,-9,-9,17,4,1,5
1711,"TUN",616,-9,3,1960,28,5,1960,0,0,0,-9,1,-9,17,4,1,5
1711,"FRN",220,-9,3,1960,28,5,1960,1,1,2,-9,1,-9,17,4,1,5
1713,"NTH",210,22,7,1966,30,12,1966,0,0,0,-9,0,0,0,1,1,5
1713,"CHN",710,22,7,1966,30,12,1966,1,1,2,-9,0,0,15,4,1,5
1714,"USA",2,27,3,1866,31,3,1866,1,1,2,-9,0,0,7,3,1,5
1714,"SPN",230,27,3,1866,31,3,1866,0,0,0,-9,0,0,0,1,1,5
1715,"IND",750,18,5,1967,10,10,1967,0,0,0,-9,1,-9,17,4,1,5
1715,"CHN",710,18,5,1967,10,10,1967,1,1,2,-9,1,-9,17,4,1,5
1717,"SPN",230,26,6,1969,30,11,1969,0,1,1,-9,-9,-9,7,3,1,5
1717,"UKG",200,26,6,1969,30,11,1969,1,0,0,-9,-9,-9,8,3,1,5
1718,"RUM",360,2,8,1971,8,8,1971,0,0,0,-9,0,0,0,1,1,5
1718,"HUN",310,2,8,1971,8,8,1971,1,0,0,-9,0,0,7,3,1,5
1718,"CZE",315,2,8,1971,8,8,1971,1,0,0,-9,0,0,7,3,1,5
1718,"USR",365,2,8,1971,8,8,1971,1,1,2,-9,0,0,7,3,1,5
1720,"YUG",345,-9,2,1976,-9,2,1976,1,1,2,-9,0,0,16,4,1,5
1720,"ALB",339,-9,2,1976,-9,2,1976,0,0,0,-9,0,0,0,1,1,5
1723,"USR",365,26,5,1919,14,10,1920,0,0,0,-9,-9,-9,17,4,1,5
1723,"FIN",375,26,5,1919,14,10,1920,1,1,1,-9,-9,-9,17,4,1,5
1724,"GMY",255,4,4,1917,22,6,1917,1,1,2,-9,0,0,16,4,1,5
1724,"ARG",160,4,4,1917,22,6,1917,0,0,0,-9,0,0,0,1,1,5
1725,"ARG",160,-9,3,1914,-9,2,1915,0,0,0,-9,0,0,0,1,1,5
1725,"GMY",255,-9,3,1914,-9,2,1915,1,0,0,-9,0,0,16,4,1,5
1726,"ARG",160,-9,5,1916,-9,5,1916,0,0,0,-9,0,0,0,1,1,5
1726,"FRN",220,-9,5,1916,-9,5,1916,1,1,2,-9,0,0,15,4,1,5
1732,"SWD",380,-9,3,1915,-9,9,1915,0,0,0,-9,0,0,0,1,1,5
1732,"UKG",200,-9,3,1915,-9,9,1915,1,1,2,-9,0,0,15,4,1,5
1733,"SAL",92,22,2,1932,25,2,1932,0,0,0,-9,0,0,0,1,1,5
1733,"CAN",20,22,2,1932,25,2,1932,1,0,0,-9,0,0,15,4,1,5
1734,"GUA",90,15,1,1911,15,1,1911,0,0,0,-9,0,0,0,1,1,5
1734,"USA",2,15,1,1911,15,1,1911,1,1,2,-9,0,0,7,3,1,5
1735,"TUR",640,25,9,1825,26,9,1825,0,0,0,-9,1,-9,17,4,1,5
1735,"ITA",325,25,9,1825,26,9,1825,1,0,0,-9,1,-9,17,4,1,5
1736,"TUR",640,-9,5,1924,-9,11,1924,0,1,2,-9,0,0,0,1,1,5
1736,"ITA",325,-9,5,1924,-9,11,1924,1,0,0,-9,0,0,8,3,1,5
1739,"TUR",640,-9,7,1888,-9,7,1888,0,0,0,-9,0,0,0,1,1,5
1739,"GRC",350,-9,7,1888,-9,7,1888,1,1,1,-9,0,0,11,3,1,5
1740,"BRA",140,15,7,1839,15,6,1842,0,1,1,-9,0,0,0,1,1,5
1740,"UKG",200,15,7,1839,15,6,1842,1,1,1,-9,0,0,14,4,1,5
1743,"POR",235,29,11,1857,29,5,1858,1,1,2,-9,0,0,15,4,1,5
1743,"FRN",220,29,11,1857,29,5,1858,0,0,0,-9,0,0,7,3,1,5
1746,"MOR",600,28,9,1960,28,9,1960,0,0,0,-9,0,0,0,1,1,5
1746,"FRN",220,28,9,1960,28,9,1960,1,1,2,-9,0,0,16,4,1,5
1749,"JPN",740,21,1,1940,23,1,1940,0,0,0,-9,0,0,0,1,1,5
1749,"UKG",200,21,1,1940,23,1,1940,1,1,2,-9,0,0,15,4,1,5
1750,"TUR",640,6,5,1876,30,5,1876,0,0,0,-9,0,0,0,1,1,5
1750,"UKG",200,6,5,1876,30,5,1876,1,1,2,-9,0,0,7,3,1,5
1752,"BRA",140,6,7,1826,6,7,1826,0,0,0,-9,0,0,0,1,1,5
1752,"FRN",220,6,7,1826,6,7,1826,1,1,2,-9,0,0,7,3,1,5
1753,"FRN",220,3,9,1833,11,12,1833,0,1,2,-9,0,0,13,4,1,5
1753,"COL",100,3,9,1833,11,12,1833,1,0,0,-9,0,0,15,4,1,5
1755,"PER",135,-9,5,1852,-9,6,1852,0,0,0,-9,0,0,0,1,1,5
1755,"USA",2,-9,5,1852,-9,6,1852,1,1,1,-9,0,0,7,3,1,5
1757,"UKG",200,-9,10,1856,-9,1,1857,1,0,0,-9,0,0,7,3,1,5
1757,"COL",100,-9,10,1856,-9,1,1857,0,1,2,-9,0,0,0,1,1,5
1762,"UKG",200,-9,6,1862,5,1,1863,0,0,0,-9,0,0,13,4,1,5
1762,"BRA",140,-9,6,1862,5,1,1863,1,0,0,-9,0,0,15,4,1,5
1763,"UKG",200,-9,5,1880,-9,12,1880,0,0,0,-9,0,0,7,3,1,5
1763,"ARG",160,-9,5,1880,-9,12,1880,1,0,0,-9,0,0,15,4,1,5
1764,"ITA",325,-9,7,1885,24,5,1886,1,0,0,-9,0,0,15,4,1,5
1764,"COL",100,-9,7,1885,24,5,1886,0,0,0,-9,0,0,7,3,1,5
1771,"NOR",385,18,7,1911,19,7,1911,0,0,0,-9,0,0,0,1,1,5
1771,"GMY",255,18,7,1911,19,7,1911,1,0,0,-9,0,0,7,3,1,5
1772,"ITA",325,24,12,1911,24,12,1911,1,0,0,-9,0,0,15,4,1,5
1772,"UKG",200,24,12,1911,24,12,1911,0,1,2,-9,0,0,0,1,1,5
1773,"GMY",255,8,8,1914,-9,2,1915,0,1,2,-9,1,-9,17,4,1,5
1773,"POR",235,8,8,1914,-9,2,1915,1,0,0,-9,1,-9,17,4,1,5
1774,"SWD",380,30,10,1914,11,11,1918,0,0,0,-9,0,0,16,4,1,5
1774,"GMY",255,30,10,1914,11,11,1918,1,1,2,-9,0,0,1,2,1,5
1775,"USA",2,2,6,1915,-9,7,1915,1,1,3,-9,0,0,1,2,1,5
1775,"MEX",70,2,6,1915,-9,7,1915,0,0,0,-9,0,0,8,3,1,5
1777,"CHN",710,-9,4,1918,19,7,1919,0,0,0,-9,2,-9,17,4,1,5
1777,"JPN",740,-9,4,1918,19,7,1919,1,1,2,-9,2,-9,17,4,1,5
1778,"ITA",325,6,6,1920,28,7,1920,1,0,0,-9,-9,-9,16,4,1,5
1778,"ALB",339,6,6,1920,28,7,1920,0,1,2,-9,0,0,0,1,1,5
1779,"USR",365,1,4,1922,29,7,1922,0,0,0,-9,0,0,1,2,1,5
1779,"AFG",700,1,4,1922,29,7,1922,1,1,2,-9,0,0,7,3,1,5
1780,"YUG",345,24,8,1923,24,9,1923,0,0,0,-9,0,0,0,1,1,5
1780,"ITA",325,24,8,1923,24,9,1923,1,1,1,-9,0,0,7,3,1,5
1781,"AFG",700,18,12,1925,28,2,1926,0,0,0,-9,-9,-9,16,4,1,5
