dispnum,incidnum,stabb,ccode,stday,stmon,styear,endday,endmon,endyear,insidea,sidea,fatality,fatalpre,action,hostlev,revtype1,revtype2,version
4119,4119005,"NIG",475,28,4,1994,10,5,1994,0,0,1,3,17,4,1,0,5
4119,4119006,"CAO",471,8,9,1994,8,9,1994,0,1,1,10,17,4,1,0,5
4119,4119006,"NIG",475,8,9,1994,8,9,1994,1,0,0,0,17,4,1,0,5
4119,4119007,"CAO",471,27,11,1994,27,11,1994,0,1,0,0,0,1,0,0,5
4119,4119007,"NIG",475,27,11,1994,27,11,1994,1,0,0,0,11,3,1,0,5
4121,4121001,"ERI",531,13,11,1995,13,11,1995,1,1,0,0,12,3,1,2,5
4121,4121001,"YEM",679,13,11,1995,13,11,1995,0,0,0,0,0,1,0,0,5
4121,4121002,"ERI",531,15,12,1995,19,12,1995,1,1,1,6,17,4,1,0,5
4121,4121002,"YEM",679,15,12,1995,19,12,1995,0,0,1,10,17,4,1,0,5
4121,4121003,"ERI",531,15,12,1995,17,12,1995,1,1,1,6,17,4,1,2,5
4121,4121003,"YEM",679,15,12,1995,17,12,1995,0,0,1,3,17,4,1,2,5
4121,4121004,"ERI",531,18,12,1995,-9,12,1995,1,1,0,0,14,4,1,0,5
4121,4121004,"YEM",679,18,12,1995,-9,12,1995,0,0,0,0,0,1,0,0,5
4121,4121005,"ERI",531,18,12,1995,31,12,1995,1,1,0,0,14,4,1,0,5
4121,4121005,"YEM",679,18,12,1995,31,12,1995,0,0,0,0,0,1,0,0,5
4121,4121006,"ERI",531,19,12,1995,19,12,1995,0,1,-9,-9,17,4,1,0,5
4121,4121006,"YEM",679,19,12,1995,19,12,1995,1,0,-9,-9,17,4,1,0,5
4121,4121008,"ERI",531,21,12,1995,22,12,1995,1,1,0,0,15,4,1,0,5
4121,4121008,"YEM",679,21,12,1995,22,12,1995,0,0,0,0,0,1,0,0,5
4121,4121009,"ERI",531,22,12,1995,22,12,1995,1,1,0,0,15,4,1,0,5
4121,4121009,"YEM",679,22,12,1995,22,12,1995,0,0,0,0,0,1,0,0,5
4121,4121010,"ERI",531,24,12,1995,-9,12,1995,0,1,0,0,0,1,0,0,5
4121,4121010,"YEM",679,24,12,1995,-9,12,1995,1,0,0,0,7,3,1,0,5
4121,4121011,"ERI",531,-9,4,1996,-9,4,1996,0,1,0,0,0,1,0,0,5
4121,4121011,"YEM",679,-9,4,1996,-9,4,1996,1,0,0,0,8,3,1,0,5
4121,4121012,"ERI",531,-9,8,1996,-9,8,1996,1,1,-9,-9,17,4,1,0,5
4121,4121012,"YEM",679,-9,8,1996,-9,8,1996,0,0,-9,-9,17,4,1,0,5
4121,4121013,"ERI",531,10,8,1996,28,8,1996,1,1,0,0,14,4,1,0,5
4121,4121013,"YEM",679,10,8,1996,28,8,1996,0,0,0,0,0,1,0,0,5
4121,4121014,"ERI",531,15,8,1996,15,8,1996,0,1,-9,-9,0,1,0,0,5
4121,4121014,"YEM",679,15,8,1996,15,8,1996,1,0,0,0,16,4,1,0,5
4122,4122001,"DRC",490,22,9,1996,24,9,1996,1,1,-9,-9,17,4,4,0,5
4122,4122001,"RWA",517,22,9,1996,24,9,1996,0,0,0,0,17,4,4,0,5
4122,4122002,"DRC",490,22,10,1996,17,5,1997,0,1,-9,-9,17,4,3,1,5
4122,4122002,"RWA",517,22,10,1996,17,5,1997,1,0,-9,-9,17,4,3,1,5
4123,4123001,"TAZ",510,27,9,1997,27,9,1997,0,0,0,0,0,1,0,0,5
4123,4123001,"BUI",516,27,9,1997,27,9,1997,1,1,0,0,12,3,0,0,5
4123,4123002,"TAZ",510,27,9,1997,28,9,1997,1,0,0,0,16,4,2,0,5
4123,4123002,"BUI",516,27,9,1997,28,9,1997,0,1,-9,-9,0,1,0,0,5
4123,4123003,"TAZ",510,27,10,1997,27,10,1997,1,0,-9,-9,17,4,0,0,5
4123,4123003,"BUI",516,27,10,1997,27,10,1997,0,1,1,2,17,4,0,0,5
4123,4123004,"TAZ",510,3,11,1997,-9,11,1997,1,0,0,0,11,3,0,0,5
4123,4123004,"BUI",516,3,11,1997,-9,11,1997,0,1,0,0,0,1,0,0,5
4124,4124001,"ERI",531,21,7,1996,21,7,1996,1,1,-9,-9,17,4,3,0,5
4124,4124001,"SUD",625,21,7,1996,21,7,1996,0,0,-9,-9,17,4,3,0,5
4124,4124002,"ERI",531,-9,10,1996,-9,10,1996,0,1,0,0,0,1,0,0,5
4124,4124002,"SUD",625,-9,10,1996,-9,10,1996,1,0,0,0,11,3,2,0,5
4124,4124003,"ERI",531,-9,1,1997,-9,1,1997,0,1,3,-9,17,4,2,3,5
4124,4124003,"SUD",625,-9,1,1997,-9,1,1997,1,0,1,7,17,4,2,3,5
4124,4124004,"ERI",531,-9,5,1997,-9,5,1997,0,1,-9,-9,17,4,2,3,5
4124,4124004,"SUD",625,-9,5,1997,-9,5,1997,1,0,-9,-9,17,4,2,3,5
4124,4124005,"ERI",531,-9,6,1997,-9,6,1997,1,1,0,0,11,3,2,0,5
4124,4124005,"SUD",625,-9,6,1997,-9,6,1997,0,0,0,0,11,3,2,0,5
4124,4124006,"ERI",531,3,10,1997,3,10,1997,0,1,0,0,17,4,2,0,5
4124,4124006,"SUD",625,3,10,1997,3,10,1997,1,0,0,0,17,4,2,0,5
4124,4124007,"ERI",531,26,2,1998,26,2,1998,1,1,-9,-9,17,4,2,0,5
4124,4124007,"SUD",625,26,2,1998,26,2,1998,0,0,-9,-9,17,4,2,0,5
4124,4124008,"ERI",531,27,2,1998,-9,3,1998,1,1,-9,-9,17,4,2,3,5
4124,4124008,"SUD",625,27,2,1998,-9,3,1998,0,0,-9,-9,17,4,2,3,5
4124,4124009,"ERI",531,4,3,1998,4,3,1998,1,1,-9,-9,17,4,2,0,5
4124,4124009,"SUD",625,4,3,1998,4,3,1998,0,0,-9,-9,17,4,2,0,5
4124,4124010,"ERI",531,28,7,1998,28,7,1998,1,1,-9,-9,17,4,2,0,5
4124,4124010,"SUD",625,28,7,1998,28,7,1998,0,0,-9,-9,17,4,2,0,5
4124,4124011,"ERI",531,19,10,1998,19,10,1998,1,1,-9,-9,17,4,2,0,5
4124,4124011,"SUD",625,19,10,1998,19,10,1998,0,0,-9,-9,17,4,2,0,5
4124,4124012,"ERI",531,5,12,1998,5,12,1998,0,1,0,0,0,1,0,0,5
4124,4124012,"SUD",625,5,12,1998,5,12,1998,1,0,0,0,16,4,2,0,5
4124,4124013,"ERI",531,-9,1,1999,-9,1,1999,1,1,0,0,11,3,2,0,5
4124,4124013,"SUD",625,-9,1,1999,-9,1,1999,0,0,0,0,0,1,0,0,5
4125,4125001,"USA",2,16,6,1999,-9,6,1999,1,1,0,0,7,3,2,0,5
4125,4125001,"PRK",731,16,6,1999,-9,6,1999,0,0,0,0,0,1,0,0,5
4125,4125002,"USA",2,18,7,1999,18,7,1999,1,1,0,0,7,3,2,0,5
4125,4125002,"PRK",731,18,7,1999,18,7,1999,0,0,0,0,0,1,0,0,5
4125,4125002,"ROK",732,18,7,1999,18,7,1999,1,1,0,0,7,3,2,0,5
4126,4126001,"ROK",732,15,2,1996,17,2,1996,1,1,0,0,7,3,1,0,5
4126,4126001,"JPN",740,15,2,1996,17,2,1996,0,0,0,0,0,1,0,0,5
4126,4126002,"ROK",732,15,2,1996,17,2,1996,0,1,0,0,0,1,0,0,5
4126,4126002,"JPN",740,15,2,1996,17,2,1996,1,0,0,0,7,3,1,0,5
4126,4126003,"ROK",732,15,2,1996,15,2,1996,1,1,0,0,7,3,1,0,5
4126,4126003,"JPN",740,15,2,1996,15,2,1996,0,0,0,0,0,1,0,0,5
4127,4127001,"ROK",732,15,2,1999,19,2,1999,0,0,0,0,0,1,0,0,5
4127,4127001,"JPN",740,15,2,1999,19,2,1999,1,1,0,0,15,4,2,0,5
4128,4128001,"CHN",710,-9,8,1998,-9,8,1998,0,0,0,0,0,1,0,0,5
4128,4128001,"PHI",840,-9,8,1998,-9,8,1998,1,1,0,0,7,3,1,0,5
4128,4128002,"CHN",710,28,10,1998,-9,11,1998,1,0,0,0,7,3,1,0,5
4128,4128002,"PHI",840,28,10,1998,-9,11,1998,0,1,0,0,0,1,0,0,5
4128,4128003,"CHN",710,-9,11,1998,-9,11,1998,0,0,0,0,0,1,0,0,5
4128,4128003,"PHI",840,-9,11,1998,-9,11,1998,1,1,0,0,7,3,1,0,5
4128,4128004,"CHN",710,11,11,1998,14,11,1998,0,0,0,0,0,1,0,0,5
4128,4128004,"PHI",840,11,11,1998,14,11,1998,1,1,0,0,8,3,1,0,5
4128,4128005,"CHN",710,29,11,1998,-9,12,1998,0,0,0,0,0,1,0,0,5
4128,4128005,"PHI",840,29,11,1998,-9,12,1998,1,1,0,0,15,4,1,0,5
4128,4128006,"CHN",710,23,5,1999,23,5,1999,0,0,0,0,0,1,0,0,5
4128,4128006,"PHI",840,23,5,1999,23,5,1999,1,1,0,0,7,3,1,0,5
4128,4128007,"CHN",710,19,7,1999,19,7,1999,0,0,0,0,0,1,0,0,5
4128,4128007,"PHI",840,19,7,1999,19,7,1999,1,1,0,0,7,3,1,0,5
4128,4128008,"CHN",710,-9,1,2000,-9,1,2000,0,0,0,0,0,1,0,0,5
4128,4128008,"PHI",840,-9,1,2000,-9,1,2000,1,1,0,0,15,4,1,0,5
4128,4128009,"CHN",710,-9,2,2000,-9,2,2000,0,0,0,0,0,1,0,0,5
4128,4128009,"PHI",840,-9,2,2000,-9,2,2000,1,1,0,0,7,3,1,0,5
4130,4130001,"ETH",530,-9,1,1997,-9,1,1997,1,1,-9,-9,17,4,2,3,5
4130,4130001,"SUD",625,-9,1,1997,-9,1,1997,0,0,-9,-9,17,4,2,3,5
4130,4130002,"ETH",530,12,1,1997,12,1,1997,1,1,0,0,16,4,2,0,5
4130,4130002,"SUD",625,12,1,1997,12,1,1997,0,0,-9,-9,0,1,0,0,5
4130,4130003,"ETH",530,13,1,1997,13,1,1997,0,1,0,0,0,1,0,0,5
4130,4130003,"SUD",625,13,1,1997,13,1,1997,1,0,0,0,10,3,2,0,5
4132,4132001,"ERI",531,-9,5,1997,-9,7,1997,1,1,0,0,15,4,1,2,5
4132,4132001,"YEM",679,-9,5,1997,-9,7,1997,0,0,0,0,0,1,0,0,5
4132,4132002,"ERI",531,-9,5,1997,-9,7,1997,1,1,0,0,15,4,1,0,5
4132,4132002,"YEM",679,-9,5,1997,-9,7,1997,0,0,0,0,0,1,0,0,5
4133,4133001,"GRC",350,12,3,1999,12,3,1999,0,0,0,0,0,1,0,0,5
4133,4133001,"TUR",640,12,3,1999,12,3,1999,1,1,0,0,12,3,1,0,5
4133,4133002,"GRC",350,12,3,1999,12,3,1999,1,0,0,0,7,3,1,0,5
4133,4133002,"TUR",640,12,3,1999,12,3,1999,0,1,0,0,0,1,0,0,5
4133,4133003,"GRC",350,19,3,1999,19,3,1999,0,0,0,0,7,3,1,0,5
4133,4133003,"TUR",640,19,3,1999,19,3,1999,1,1,0,0,0,1,0,0,5
4133,4133004,"GRC",350,6,5,1999,6,5,1999,0,0,0,0,0,1,0,0,5
4133,4133004,"TUR",640,6,5,1999,6,5,1999,1,1,0,0,12,3,1,0,5
4133,4133005,"GRC",350,6,5,1999,6,5,1999,1,0,0,0,7,3,1,0,5
4133,4133005,"TUR",640,6,5,1999,6,5,1999,0,1,0,0,0,1,0,0,5
4134,4134001,"SUD",625,27,6,1995,28,6,1995,0,0,1,2,17,4,1,0,5
4134,4134001,"EGY",651,27,6,1995,28,6,1995,1,1,-9,-9,17,4,1,0,5
4134,4134002,"SUD",625,28,6,1995,28,6,1995,1,0,0,0,15,4,1,2,5
4134,4134002,"EGY",651,28,6,1995,28,6,1995,0,1,0,0,0,1,0,0,5
4134,4134003,"SUD",625,29,6,1995,29,6,1995,0,0,0,0,0,1,0,0,5
4134,4134003,"EGY",651,29,6,1995,29,6,1995,1,1,0,0,11,3,1,2,5
4134,4134004,"SUD",625,30,6,1995,30,6,1995,1,0,0,0,7,3,2,0,5
4134,4134004,"EGY",651,30,6,1995,30,6,1995,0,1,0,0,0,1,0,0,5
4134,4134005,"SUD",625,17,7,1995,17,7,1995,0,0,0,0,0,1,0,0,5
4134,4134005,"EGY",651,17,7,1995,17,7,1995,1,1,0,0,11,3,1,0,5
4135,4135001,"THI",800,15,8,1997,15,8,1997,1,1,0,0,8,3,4,0,5
4135,4135001,"CAM",811,15,8,1997,15,8,1997,0,0,0,0,0,1,0,0,5
4135,4135002,"THI",800,19,8,1997,19,8,1997,1,1,0,0,11,3,4,0,5
4135,4135002,"CAM",811,19,8,1997,19,8,1997,0,0,0,0,0,1,0,0,5
4135,4135003,"THI",800,20,8,1997,20,8,1997,1,1,0,0,7,3,4,0,5
4135,4135003,"CAM",811,20,8,1997,20,8,1997,0,0,0,0,0,1,0,0,5
4135,4135004,"THI",800,27,8,1997,27,8,1997,1,1,0,0,16,4,4,0,5
4135,4135004,"CAM",811,27,8,1997,27,8,1997,0,0,1,3,0,1,0,0,5
4135,4135005,"THI",800,14,12,1997,17,12,1997,1,1,0,0,7,3,4,0,5
4135,4135005,"CAM",811,14,12,1997,17,12,1997,0,0,0,0,0,1,0,0,5
4135,4135006,"THI",800,30,12,1997,30,12,1997,0,1,-9,-9,17,4,2,0,5
4135,4135006,"CAM",811,30,12,1997,30,12,1997,1,0,-9,-9,17,4,2,0,5
4135,4135007,"THI",800,16,1,1998,16,1,1998,1,1,0,0,7,3,4,0,5
4135,4135007,"CAM",811,16,1,1998,16,1,1998,0,0,0,0,0,1,0,0,5
4135,4135008,"THI",800,17,1,1998,17,1,1998,1,1,0,0,7,3,4,0,5
4135,4135008,"CAM",811,17,1,1998,17,1,1998,0,0,0,0,0,1,0,0,5
4135,4135009,"THI",800,19,1,1998,19,1,1998,1,1,0,0,7,3,4,0,5
4135,4135009,"CAM",811,19,1,1998,19,1,1998,0,0,0,0,0,1,0,0,5
4135,4135010,"THI",800,2,5,1998,2,5,1998,1,1,0,0,7,3,4,0,5
4135,4135010,"CAM",811,2,5,1998,2,5,1998,0,0,0,0,0,1,0,0,5
4136,4136001,"ALB",339,3,3,1997,-9,3,1997,0,0,0,0,0,1,0,0,5
4136,4136001,"YUG",345,3,3,1997,-9,3,1997,1,1,0,0,8,3,2,0,5
4136,4136002,"ALB",339,15,3,1997,-9,3,1997,0,0,0,0,0,1,0,0,5
4136,4136002,"YUG",345,15,3,1997,-9,3,1997,1,1,0,0,11,3,2,0,5
4136,4136003,"ALB",339,20,3,1997,-9,3,1997,0,0,0,0,0,1,0,0,5
4136,4136003,"YUG",345,20,3,1997,-9,3,1997,1,1,0,0,7,3,2,0,5
4137,4137001,"ALB",339,-9,2,1998,-9,2,1998,1,1,0,0,11,3,2,0,5
4137,4137001,"YUG",345,-9,2,1998,-9,2,1998,0,0,0,0,0,1,0,0,5
4137,4137002,"MAC",343,1,3,1998,-9,3,1998,1,1,0,0,11,3,2,0,5
4137,4137002,"YUG",345,1,3,1998,-9,3,1998,0,0,0,0,0,1,0,0,5
4137,4137003,"ALB",339,6,3,1998,-9,3,1998,1,1,0,0,8,3,2,0,5
4137,4137003,"YUG",345,6,3,1998,-9,3,1998,0,0,0,0,0,1,0,0,5
4137,4137004,"ALB",339,7,3,1998,7,3,1998,0,1,0,0,0,1,0,0,5
4137,4137004,"YUG",345,7,3,1998,7,3,1998,1,0,0,0,11,3,2,0,5
4137,4137005,"ALB",339,-9,4,1998,-9,4,1998,1,1,0,0,8,3,2,0,5
4137,4137005,"YUG",345,-9,4,1998,-9,4,1998,0,0,0,0,0,1,0,0,5
4137,4137006,"ALB",339,1,4,1998,3,4,1998,0,1,0,0,0,1,0,0,5
4137,4137006,"YUG",345,1,4,1998,3,4,1998,1,0,0,0,11,3,2,0,5
4137,4137007,"ALB",339,12,4,1998,13,4,1998,0,1,0,0,0,1,0,0,5
4137,4137007,"YUG",345,12,4,1998,13,4,1998,1,0,0,0,11,3,2,0,5
4137,4137008,"ALB",339,19,4,1998,3,5,1998,0,1,0,0,0,1,0,0,5
4137,4137008,"YUG",345,19,4,1998,3,5,1998,1,0,0,0,11,3,2,0,5
4137,4137009,"USA",2,3,5,1998,3,5,1998,1,1,0,0,11,3,4,0,5
4137,4137009,"UKG",200,3,5,1998,3,5,1998,1,1,0,0,11,3,4,0,5
4137,4137009,"YUG",345,3,5,1998,3,5,1998,0,0,0,0,0,1,0,0,5
4137,4137010,"USA",2,11,6,1998,17,6,1998,1,1,0,0,7,3,2,0,5
4137,4137010,"CAN",20,11,6,1998,17,6,1998,1,1,0,0,7,3,2,0,5
4137,4137010,"UKG",200,11,6,1998,17,6,1998,1,1,0,0,7,3,2,0,5
4137,4137010,"NTH",210,11,6,1998,17,6,1998,1,1,0,0,7,3,2,0,5
4137,4137010,"BEL",211,11,6,1998,17,6,1998,1,1,0,0,7,3,2,0,5
4137,4137010,"LUX",212,11,6,1998,17,6,1998,1,1,0,0,7,3,2,0,5
4137,4137010,"FRN",220,11,6,1998,17,6,1998,1,1,0,0,7,3,2,0,5
4137,4137010,"SPN",230,11,6,1998,17,6,1998,1,1,0,0,7,3,2,0,5
4137,4137010,"POR",235,11,6,1998,17,6,1998,1,1,0,0,7,3,2,0,5
4137,4137010,"GMY",255,11,6,1998,17,6,1998,1,1,0,0,7,3,2,0,5
4137,4137010,"ITA",325,11,6,1998,17,6,1998,1,1,0,0,7,3,2,0,5
4137,4137010,"YUG",345,11,6,1998,17,6,1998,0,0,0,0,0,1,0,0,5
4137,4137010,"GRC",350,11,6,1998,17,6,1998,1,1,0,0,7,3,2,0,5
4137,4137010,"NOR",385,11,6,1998,17,6,1998,1,1,0,0,7,3,2,0,5
4137,4137010,"DEN",390,11,6,1998,17,6,1998,1,1,0,0,7,3,2,0,5
4137,4137010,"ICE",395,11,6,1998,17,6,1998,1,1,0,0,7,3,2,0,5
4137,4137010,"TUR",640,11,6,1998,17,6,1998,1,1,0,0,7,3,2,0,5
4137,4137011,"ALB",339,12,6,1998,13,6,1998,0,1,0,0,0,1,0,0,5
4137,4137011,"YUG",345,12,6,1998,13,6,1998,1,0,0,0,11,3,2,0,5
4137,4137012,"UKG",200,14,6,1998,14,6,1998,0,1,0,0,0,1,0,0,5
4137,4137012,"YUG",345,14,6,1998,14,6,1998,1,0,0,0,11,3,2,0,5
4137,4137013,"USA",2,15,6,1998,16,6,1998,1,1,0,0,7,3,2,0,5
4137,4137013,"UKG",200,15,6,1998,16,6,1998,1,1,0,0,7,3,2,0,5
4137,4137013,"NTH",210,15,6,1998,16,6,1998,1,1,0,0,7,3,2,0,5
4137,4137013,"BEL",211,15,6,1998,16,6,1998,1,1,0,0,7,3,2,0,5
4137,4137013,"FRN",220,15,6,1998,16,6,1998,1,1,0,0,7,3,2,0,5
4137,4137013,"SPN",230,15,6,1998,16,6,1998,1,1,0,0,7,3,2,0,5
4137,4137013,"POR",235,15,6,1998,16,6,1998,1,1,0,0,7,3,2,0,5
4137,4137013,"GMY",255,15,6,1998,16,6,1998,1,1,0,0,7,3,2,0,5
4137,4137013,"ITA",325,15,6,1998,16,6,1998,1,1,0,0,7,3,2,0,5
4137,4137013,"YUG",345,15,6,1998,16,6,1998,0,0,0,0,0,1,0,0,5
4137,4137013,"GRC",350,15,6,1998,16,6,1998,1,1,0,0,7,3,2,0,5
4137,4137013,"NOR",385,15,6,1998,16,6,1998,1,1,0,0,7,3,2,0,5
4137,4137013,"DEN",390,15,6,1998,16,6,1998,1,1,0,0,7,3,2,0,5
4137,4137013,"TUR",640,15,6,1998,16,6,1998,1,1,0,0,7,3,2,0,5
4137,4137014,"ALB",339,16,6,1998,16,6,1998,0,1,0,0,0,1,0,0,5
4137,4137014,"YUG",345,16,6,1998,16,6,1998,1,0,0,0,12,3,2,0,5
4137,4137015,"ALB",339,5,7,1998,5,7,1998,1,1,0,0,7,3,2,0,5
4137,4137015,"YUG",345,5,7,1998,5,7,1998,0,0,0,0,0,1,0,0,5
4137,4137016,"ALB",339,5,7,1998,5,7,1998,0,1,0,0,0,1,0,0,5
4137,4137016,"YUG",345,5,7,1998,5,7,1998,1,0,0,0,12,3,2,0,5
4137,4137017,"ALB",339,18,7,1998,18,7,1998,0,1,0,0,0,1,0,0,5
4137,4137017,"YUG",345,18,7,1998,18,7,1998,1,0,0,0,16,4,2,0,5
4137,4137018,"ALB",339,25,7,1998,29,7,1998,0,1,0,0,0,1,0,0,5
4137,4137018,"YUG",345,25,7,1998,29,7,1998,1,0,0,0,16,4,2,0,5
4137,4137019,"ALB",339,28,7,1998,-9,7,1998,1,1,0,0,8,3,2,0,5
4137,4137019,"YUG",345,28,7,1998,-9,7,1998,0,0,0,0,0,1,0,0,5
4137,4137020,"ALB",339,12,8,1998,12,8,1998,0,1,0,0,0,1,0,0,5
4137,4137020,"YUG",345,12,8,1998,12,8,1998,1,0,0,0,16,4,2,0,5
4137,4137021,"ALB",339,15,8,1998,-9,8,1998,1,1,0,0,0,1,0,0,5
4137,4137021,"YUG",345,15,8,1998,-9,8,1998,0,0,0,0,8,3,2,0,5
4137,4137022,"USA",2,17,8,1998,22,8,1998,1,1,0,0,7,3,2,0,5
4137,4137022,"CAN",20,17,8,1998,22,8,1998,1,1,0,0,7,3,2,0,5
4137,4137022,"UKG",200,17,8,1998,22,8,1998,1,1,0,0,7,3,2,0,5
4137,4137022,"NTH",210,17,8,1998,22,8,1998,1,1,0,0,7,3,2,0,5
4137,4137022,"BEL",211,17,8,1998,22,8,1998,1,1,0,0,7,3,2,0,5
4137,4137022,"LUX",212,17,8,1998,22,8,1998,1,1,0,0,7,3,2,0,5
4137,4137022,"FRN",220,17,8,1998,22,8,1998,1,1,0,0,7,3,2,0,5
4137,4137022,"SPN",230,17,8,1998,22,8,1998,1,1,0,0,7,3,2,0,5
4137,4137022,"POR",235,17,8,1998,22,8,1998,1,1,0,0,7,3,2,0,5
4137,4137022,"GMY",255,17,8,1998,22,8,1998,1,1,0,0,7,3,2,0,5
4137,4137022,"ITA",325,17,8,1998,22,8,1998,1,1,0,0,7,3,2,0,5
4137,4137022,"ALB",339,17,8,1998,22,8,1998,1,1,0,0,7,3,2,0,5
4137,4137022,"YUG",345,17,8,1998,22,8,1998,0,0,0,0,0,1,0,0,5
4137,4137022,"GRC",350,17,8,1998,22,8,1998,1,1,0,0,7,3,2,0,5
4137,4137022,"RUS",365,17,8,1998,22,8,1998,1,1,0,0,7,3,2,0,5
4137,4137022,"LIT",368,17,8,1998,22,8,1998,1,1,0,0,7,3,2,0,5
4137,4137022,"NOR",385,17,8,1998,22,8,1998,1,1,0,0,7,3,2,0,5
4137,4137022,"DEN",390,17,8,1998,22,8,1998,1,1,0,0,7,3,2,0,5
4137,4137022,"ICE",395,17,8,1998,22,8,1998,1,1,0,0,7,3,2,0,5
4137,4137022,"TUR",640,17,8,1998,22,8,1998,1,1,0,0,7,3,2,0,5
4137,4137023,"ALB",339,18,8,1998,18,8,1998,0,1,0,0,0,1,0,0,5
4137,4137023,"YUG",345,18,8,1998,18,8,1998,1,0,0,0,16,4,2,0,5
4137,4137024,"USA",2,22,8,1998,26,8,1998,1,1,0,0,7,3,2,0,5
4137,4137024,"CAN",20,22,8,1998,26,8,1998,1,1,0,0,7,3,2,0,5
4137,4137024,"UKG",200,22,8,1998,26,8,1998,1,1,0,0,7,3,2,0,5
4137,4137024,"BEL",211,22,8,1998,26,8,1998,1,1,0,0,7,3,2,0,5
4137,4137024,"FRN",220,22,8,1998,26,8,1998,1,1,0,0,7,3,2,0,5
4137,4137024,"SPN",230,22,8,1998,26,8,1998,1,1,0,0,7,3,2,0,5
4137,4137024,"GMY",255,22,8,1998,26,8,1998,1,1,0,0,7,3,2,0,5
4137,4137024,"ITA",325,22,8,1998,26,8,1998,1,1,0,0,7,3,2,0,5
4137,4137024,"ALB",339,22,8,1998,26,8,1998,1,1,0,0,7,3,2,0,5
4137,4137024,"YUG",345,22,8,1998,26,8,1998,0,0,0,0,0,1,0,0,5
4137,4137024,"GRC",350,22,8,1998,26,8,1998,1,1,0,0,7,3,2,0,5
4137,4137024,"RUS",365,22,8,1998,26,8,1998,1,1,0,0,7,3,2,0,5
4137,4137024,"LIT",368,22,8,1998,26,8,1998,1,1,0,0,7,3,2,0,5
4137,4137024,"TUR",640,22,8,1998,26,8,1998,1,1,0,0,7,3,2,0,5
4137,4137025,"USA",2,24,9,1998,24,9,1998,1,1,0,0,1,2,2,0,5
4137,4137025,"CAN",20,24,9,1998,24,9,1998,1,1,0,0,1,2,2,0,5
4137,4137025,"UKG",200,24,9,1998,24,9,1998,1,1,0,0,1,2,2,0,5
4137,4137025,"NTH",210,24,9,1998,24,9,1998,1,1,0,0,1,2,2,0,5
4137,4137025,"BEL",211,24,9,1998,24,9,1998,1,1,0,0,1,2,2,0,5
4137,4137025,"LUX",212,24,9,1998,24,9,1998,1,1,0,0,1,2,2,0,5
4137,4137025,"FRN",220,24,9,1998,24,9,1998,1,1,0,0,1,2,2,0,5
4137,4137025,"SPN",230,24,9,1998,24,9,1998,1,1,0,0,1,2,2,0,5
4137,4137025,"POR",235,24,9,1998,24,9,1998,1,1,0,0,1,2,2,0,5
4137,4137025,"GMY",255,24,9,1998,24,9,1998,1,1,0,0,1,2,2,0,5
4137,4137025,"ITA",325,24,9,1998,24,9,1998,1,1,0,0,1,2,2,0,5
4137,4137025,"YUG",345,24,9,1998,24,9,1998,0,0,0,0,0,1,0,0,5
4137,4137025,"GRC",350,24,9,1998,24,9,1998,1,1,0,0,1,2,2,0,5
4137,4137025,"NOR",385,24,9,1998,24,9,1998,1,1,0,0,1,2,2,0,5
4137,4137025,"DEN",390,24,9,1998,24,9,1998,1,1,0,0,1,2,2,0,5
4137,4137025,"ICE",395,24,9,1998,24,9,1998,1,1,0,0,1,2,2,0,5
4137,4137025,"TUR",640,24,9,1998,24,9,1998,1,1,0,0,1,2,2,0,5
4137,4137026,"USA",2,30,9,1998,30,9,1998,1,1,0,0,1,2,2,0,5
4137,4137026,"CAN",20,30,9,1998,30,9,1998,1,1,0,0,1,2,2,0,5
4137,4137026,"UKG",200,30,9,1998,30,9,1998,1,1,0,0,1,2,2,0,5
4137,4137026,"NTH",210,30,9,1998,30,9,1998,1,1,0,0,1,2,2,0,5
4137,4137026,"BEL",211,30,9,1998,30,9,1998,1,1,0,0,1,2,2,0,5
4137,4137026,"LUX",212,30,9,1998,30,9,1998,1,1,0,0,1,2,2,0,5
4137,4137026,"FRN",220,30,9,1998,30,9,1998,1,1,0,0,1,2,2,0,5
4137,4137026,"SPN",230,30,9,1998,30,9,1998,1,1,0,0,1,2,2,0,5
4137,4137026,"POR",235,30,9,1998,30,9,1998,1,1,0,0,1,2,2,0,5
4137,4137026,"GMY",255,30,9,1998,30,9,1998,1,1,0,0,1,2,2,0,5
4137,4137026,"ITA",325,30,9,1998,30,9,1998,1,1,0,0,1,2,2,0,5
4137,4137026,"YUG",345,30,9,1998,30,9,1998,0,0,0,0,0,1,0,0,5
4137,4137026,"GRC",350,30,9,1998,30,9,1998,1,1,0,0,1,2,2,0,5
4137,4137026,"NOR",385,30,9,1998,30,9,1998,1,1,0,0,1,2,2,0,5
4137,4137026,"DEN",390,30,9,1998,30,9,1998,1,1,0,0,1,2,2,0,5
4137,4137026,"ICE",395,30,9,1998,30,9,1998,1,1,0,0,1,2,2,0,5
4137,4137026,"TUR",640,30,9,1998,30,9,1998,1,1,0,0,1,2,2,0,5
4137,4137027,"ALB",339,2,10,1998,2,10,1998,0,1,0,0,0,1,0,0,5
4137,4137027,"YUG",345,2,10,1998,2,10,1998,1,0,0,0,16,4,2,0,5
4137,4137028,"USA",2,5,10,1998,5,10,1998,0,1,0,0,0,1,0,0,5
