dispnum,stday,stmon,styear,endday,endmon,endyear,outcome,settle,fatality,fatalpre,maxdur,mindur,hiact,hostlev,recip,numa,numb,ongo2014,version
1117,23,11,1957,24,2,1958,5,3,0,0,94,94,17,4,1,1,1,0,5
1118,1,1,1972,30,6,1972,5,3,-9,-9,182,182,15,4,1,1,1,0,5
1119,1,1,1973,2,1,1974,6,1,-9,-9,367,367,17,4,1,1,1,0,5
1120,-9,2,1901,17,6,1901,6,1,0,0,137,110,8,3,1,1,1,0,5
1123,9,7,1962,19,8,1962,5,3,1,-9,42,42,16,4,1,1,1,0,5
1124,29,12,1958,29,1,1959,5,3,1,-9,32,32,16,4,1,1,2,0,5
1127,-9,1,1931,-9,1,1931,5,3,-9,-9,31,1,17,4,1,1,1,0,5
1128,30,12,1931,1,4,1932,2,2,-9,-9,94,94,16,4,1,1,1,0,5
1129,15,11,1933,23,6,1934,8,4,6,-9,221,221,20,5,1,1,4,0,5
1131,15,11,1914,20,3,1917,3,3,-9,-9,857,857,17,4,1,1,1,0,5
1132,3,11,1918,3,11,1918,5,3,0,0,1,1,16,4,0,1,1,0,5
1133,8,5,1920,24,2,1921,5,3,-9,-9,293,293,16,4,1,1,2,0,5
1135,30,11,1971,3,6,1972,5,3,1,-9,187,187,17,4,1,1,1,0,5
1136,6,4,1969,13,6,1969,5,3,0,0,69,69,16,4,1,1,1,0,5
1138,22,9,1959,21,1,1960,5,3,1,-9,122,122,16,4,1,1,1,0,5
1139,1,9,1932,25,5,1933,6,1,3,-9,267,267,17,4,1,1,1,0,5
1141,-9,2,1934,19,5,1934,2,1,0,0,108,81,8,3,1,1,1,0,5
1142,5,12,1917,29,12,1917,1,2,0,0,25,25,17,4,1,1,1,0,5
1145,-9,12,1901,29,1,1905,5,1,2,-9,1156,1126,15,4,1,1,1,0,5
1147,-9,2,1910,-9,12,1910,4,3,0,0,334,277,13,4,1,1,1,0,5
1148,22,4,1912,-9,3,1913,4,3,0,0,344,314,14,4,0,1,1,0,5
1151,8,10,1932,12,11,1932,5,1,1,-9,36,36,17,4,1,1,1,0,5
1152,-9,12,1934,-9,10,1936,1,2,0,0,701,641,16,4,1,1,1,0,5
1153,-9,5,1938,27,6,1938,5,3,1,-9,58,28,17,4,1,1,1,0,5
1154,1,6,1939,11,2,1942,1,2,5,-9,987,987,17,4,1,1,1,0,5
1155,11,8,1951,15,8,1951,5,3,1,-9,5,5,17,4,1,1,1,0,5
1156,24,1,1954,-9,10,1954,5,3,0,0,281,251,15,4,1,1,1,0,5
1157,-9,8,1955,27,9,1955,5,3,0,0,58,28,12,3,1,1,1,0,5
1158,11,1,1971,16,1,1971,7,1,0,0,6,6,15,4,0,1,1,0,5
1160,-9,10,1907,-9,10,1907,5,3,0,0,31,1,16,4,1,1,1,0,5
1161,18,1,1911,19,7,1911,6,1,1,-9,183,183,17,4,1,1,1,0,5
1163,21,10,1902,12,7,1904,6,1,2,-9,631,631,17,4,1,1,1,0,5
1166,14,10,1966,14,4,1967,6,1,0,0,183,183,14,4,0,1,1,0,5
1168,-9,2,1922,20,8,1922,6,1,3,-9,201,174,17,4,1,1,1,0,5
1169,-9,10,1927,14,2,1928,6,1,1,-9,137,107,17,4,1,1,1,0,5
1170,-9,3,1929,9,7,1929,5,3,1,-9,131,101,16,4,1,2,1,0,5
1171,28,8,1935,-9,9,1935,5,3,1,-9,34,5,17,4,1,1,1,0,5
1172,28,1,1969,28,7,1969,5,3,0,0,182,182,14,4,0,1,1,0,5
1173,19,4,1957,23,6,1957,6,1,0,0,66,66,17,4,1,1,1,0,5
1174,17,9,1900,16,11,1901,5,3,-9,-9,426,426,17,4,1,1,1,0,5
1175,19,2,1917,31,12,1917,6,1,0,0,316,316,14,4,1,1,1,0,5
1178,19,6,1902,-9,4,1903,1,2,0,0,316,287,13,4,1,1,1,0,5
1179,-9,1,1906,-9,1,1906,6,1,0,0,31,1,11,3,0,1,1,0,5
1180,19,11,1910,30,3,1911,6,1,1,-9,132,132,17,4,1,1,1,0,5
1181,-9,5,1911,20,10,1911,5,3,0,0,173,143,7,3,1,1,1,0,5
1182,-9,11,1918,-9,12,1918,5,3,0,0,61,2,11,3,0,1,1,0,5
1184,15,7,1920,22,8,1920,5,3,-9,-9,39,39,17,4,1,1,2,0,5
1189,-9,11,1975,-9,7,1976,5,3,0,0,274,215,12,3,0,1,1,0,5
1190,13,7,1976,12,8,1976,6,1,0,0,31,31,17,4,1,1,1,0,5
1191,11,9,1976,11,9,1976,5,3,-9,-9,1,1,17,4,1,1,1,0,5
1193,-9,4,1954,24,2,1955,6,1,0,0,330,301,17,4,1,1,2,0,5
1195,2,7,1918,30,8,1918,5,1,0,0,60,60,16,4,1,1,1,0,5
1196,24,12,1913,-9,1,1914,5,1,0,0,39,9,7,3,1,1,1,0,5
1197,1,9,1943,8,9,1943,5,3,-9,-9,8,8,17,4,1,1,1,0,5
1200,10,2,1973,10,2,1973,5,3,0,0,1,1,15,4,0,1,1,0,5
1202,5,1,1907,13,11,1907,2,2,6,-9,313,313,20,5,1,2,2,0,5
1203,3,1,1909,25,5,1909,6,1,0,0,143,143,16,4,1,4,1,0,5
1205,-9,3,1906,20,7,1906,5,1,6,-9,142,112,20,5,1,1,3,0,5
1206,24,6,1969,18,7,1969,5,1,6,-9,25,25,20,5,1,1,1,0,5
1207,2,4,1912,1,7,1912,5,1,0,0,91,91,14,4,1,1,1,0,5
1208,26,12,1959,28,12,1959,5,3,1,-9,3,3,17,4,1,1,1,0,5
1209,15,5,1962,15,5,1962,5,3,1,-9,1,1,17,4,1,1,1,0,5
1213,19,3,1964,28,4,1965,5,3,-9,-9,406,406,17,4,1,2,1,0,5
1214,-9,2,1956,-9,2,1956,5,3,0,0,29,1,16,4,0,1,1,0,5
1215,30,5,1958,1,7,1958,5,3,-9,-9,33,33,16,4,1,1,1,0,5
1216,26,12,1965,2,8,1966,5,3,0,0,220,220,16,4,1,2,3,0,5
1217,5,2,1967,24,2,1967,5,3,-9,-9,20,20,17,4,1,3,1,0,5
1219,1,1,1919,18,11,1920,2,1,6,-9,688,688,20,5,1,1,1,0,5
1225,-9,11,1953,-9,5,1954,1,2,0,0,212,153,14,4,0,1,1,0,5
1226,5,8,1958,9,2,1959,5,3,0,0,189,189,15,4,1,1,1,0,5
1227,18,6,1961,28,12,1961,5,3,0,0,194,194,8,3,1,1,1,0,5
1228,15,6,1962,17,11,1962,5,3,1,-9,156,156,17,4,1,1,1,0,5
1229,14,4,1964,1,10,1966,4,1,3,-9,901,901,17,4,1,1,1,0,5
1230,22,6,1967,20,7,1967,5,3,0,0,29,29,14,4,0,1,1,0,5
1231,29,5,1975,20,2,1976,5,3,2,-9,268,268,17,4,1,1,1,0,5
1232,2,8,1976,30,6,1987,5,1,5,-9,3985,3985,17,4,1,1,2,0,5
1233,28,8,1921,13,10,1921,3,1,-9,-9,47,47,17,4,1,1,1,0,5
1234,25,6,1921,25,11,1921,5,3,0,0,154,154,1,2,0,1,2,0,5
1235,6,8,1921,18,10,1921,6,1,-9,-9,74,74,17,4,1,1,1,0,5
1238,26,9,1947,1,1,1949,6,1,6,-9,464,464,20,5,1,1,1,0,5
1240,18,6,1923,5,11,1923,4,3,0,0,141,141,7,3,0,1,1,0,5
1241,21,10,1925,29,10,1925,5,1,-9,-9,9,9,17,4,1,1,1,0,5
1243,10,3,1938,20,3,1938,3,3,1,-9,11,11,17,4,1,1,1,0,5
1244,24,4,1938,2,10,1938,3,1,0,0,162,162,16,4,1,1,1,0,5
1245,24,9,1938,30,9,1938,5,3,0,0,7,7,7,3,0,1,1,0,5
1246,13,10,1938,2,11,1938,1,1,-9,-9,21,21,17,4,1,1,1,0,5
1247,15,3,1939,23,3,1939,6,1,0,0,9,9,7,3,1,1,1,0,5
1249,-9,8,1909,-9,8,1909,5,3,0,0,31,1,7,3,0,1,1,0,5
1250,3,9,1912,19,4,1913,1,2,6,-9,229,229,20,5,1,3,1,0,5
1251,18,4,1913,29,8,1913,2,2,6,-9,134,134,20,5,1,1,4,0,5
1257,2,1,1918,9,3,1918,1,1,-9,-9,67,67,16,4,1,1,1,0,5
1262,15,9,1918,5,11,1918,4,2,0,0,52,52,14,4,0,3,1,0,5
1263,-9,11,1918,-9,11,1918,5,3,1,-9,30,1,17,4,1,1,1,0,5
1265,20,3,1919,18,8,1919,1,2,6,-9,152,152,20,5,1,6,1,0,5
1268,23,1,1919,1,2,1919,6,1,-9,-9,10,10,17,4,1,1,1,0,5
1269,15,3,1919,15,12,1919,2,1,2,-9,276,276,16,4,1,1,4,0,5
1270,4,5,1919,11,10,1922,2,4,6,-9,1257,1257,20,5,1,1,1,0,5
1272,4,4,1919,9,4,1921,5,1,6,-9,737,737,20,5,1,1,2,0,5
1273,15,3,1921,20,10,1921,6,1,-9,-9,220,220,17,4,1,1,1,0,5
1274,5,10,1908,19,4,1909,3,1,0,0,197,197,16,4,1,1,1,0,5
1279,25,12,1963,10,8,1964,5,1,2,-9,230,230,17,4,1,1,1,0,5
1280,16,11,1967,1,12,1967,6,1,0,0,16,16,7,3,0,1,2,0,5
1284,1,8,1948,13,8,1948,5,3,2,-9,13,13,16,4,1,1,1,0,5
1285,8,8,1949,13,8,1949,5,3,2,-9,6,6,16,4,1,1,1,0,5
1286,13,8,1949,24,11,1951,5,1,2,-9,834,834,16,4,1,4,2,0,5
1289,3,6,1976,1,9,1976,5,3,0,0,91,91,8,3,1,1,1,0,5
1290,8,1,1975,8,1,1975,5,3,0,0,1,1,1,2,0,1,1,0,5
1292,29,3,1974,29,5,1974,5,3,0,0,62,62,8,3,1,1,1,0,5
1293,15,7,1974,16,8,1974,1,2,6,-9,33,33,20,5,1,1,2,0,5
1295,26,7,1952,13,8,1952,2,2,1,-9,19,19,17,4,1,1,1,0,5
1300,7,5,1955,12,7,1955,5,3,1,-9,67,67,17,4,1,1,1,0,5
1301,17,2,1956,26,3,1956,5,3,1,-9,39,39,17,4,1,1,1,0,5
1302,11,3,1958,2,8,1959,5,1,2,-9,510,510,17,4,1,1,1,0,5
1303,23,9,1960,-9,10,1960,5,3,0,0,39,9,17,4,1,1,1,0,5
1304,19,5,1961,3,9,1961,5,3,3,-9,108,108,17,4,1,1,1,0,5
1305,29,3,1955,4,5,1955,5,1,0,0,37,37,10,3,1,1,1,0,5
1306,17,6,1950,5,10,1950,5,3,3,-9,111,111,17,4,1,1,1,0,5
1307,-9,3,1949,-9,6,1949,5,3,0,0,122,63,16,4,1,1,1,0,5
1308,23,2,1950,13,6,1950,5,3,2,-9,111,111,17,4,1,1,1,0,5
1310,18,9,1962,4,11,1962,5,3,1,-9,48,48,17,4,1,1,1,0,5
1312,-9,8,1964,25,1,1966,5,1,6,-9,543,513,20,5,1,1,1,0,5
1317,-9,7,1963,-9,8,1963,6,1,0,0,62,2,14,4,0,1,1,0,5
1319,15,2,1965,17,3,1965,5,3,-9,-9,31,31,17,4,1,1,1,0,5
1321,5,7,1960,2,9,1960,3,1,-9,-9,60,60,17,4,1,1,1,0,5
1322,8,8,1966,17,9,1966,6,1,0,0,41,41,16,4,1,1,1,0,5
1323,1,1,1969,3,2,1969,6,1,0,0,34,34,13,4,0,1,1,0,5
1324,17,10,1966,17,10,1966,5,3,0,0,1,1,1,2,0,3,1,0,5
1325,10,7,1969,16,6,1970,6,1,0,0,342,342,16,4,1,1,1,0,5
1326,9,6,1969,-9,7,1969,7,4,0,0,53,23,15,4,0,1,1,0,5
1328,-9,1,1965,-9,1,1965,5,3,0,0,31,1,7,3,0,1,1,0,5
1331,27,10,1975,27,10,1975,5,3,0,0,1,1,7,3,1,1,3,0,5
1333,6,8,1976,-9,2,1978,5,3,1,-9,572,545,17,4,1,1,1,0,5
1334,11,10,1975,19,10,1975,5,3,0,0,9,9,16,4,0,1,1,0,5
1335,-9,3,1969,-9,9,1969,5,3,0,0,214,155,13,4,0,1,1,0,5
1337,9,9,1976,9,3,1977,5,3,0,0,182,182,14,4,0,1,1,0,5
1339,16,11,1976,16,11,1976,5,3,0,0,1,1,16,4,0,1,1,0,5
1340,-9,6,1972,18,9,1972,6,1,0,0,110,81,16,4,1,1,1,0,5
1342,4,5,1973,4,5,1973,5,3,0,0,1,1,17,4,1,1,1,0,5
1343,9,10,1967,10,10,1967,5,3,1,-9,2,2,17,4,1,1,1,0,5
1344,3,2,1953,27,2,1954,5,3,0,0,390,390,16,4,1,1,1,0,5
1345,30,7,1954,30,7,1954,5,3,0,0,1,1,14,4,0,1,1,0,5
1346,3,8,1955,3,12,1955,5,3,0,0,123,123,15,4,0,1,1,0,5
1347,1,1,1958,29,1,1964,5,3,0,0,2220,2220,16,4,0,1,1,0,5
1350,5,12,1958,5,1,1960,5,3,-9,-9,397,397,16,4,1,1,1,0,5
1351,16,3,1966,25,4,1966,3,3,1,-9,41,41,17,4,1,1,2,0,5
1352,17,2,1967,25,9,1967,6,1,0,0,221,221,15,4,1,1,1,0,5
1353,6,1,1962,15,2,1973,6,1,-9,-9,4059,4059,17,4,1,3,6,0,5
1360,28,3,1969,18,3,1970,9,3,-9,-9,356,356,21,5,1,1,1,0,5
1361,22,1,1964,26,1,1964,5,3,0,0,5,5,16,4,0,1,1,0,5
1362,15,3,1973,22,7,1973,4,1,-9,-9,130,130,17,4,0,1,2,0,5
1363,16,12,1960,20,4,1961,5,1,-9,-9,126,126,17,4,1,3,3,0,5
1364,14,4,1972,14,4,1972,5,3,-9,-9,1,1,17,4,1,1,1,0,5
1366,15,5,1965,26,5,1965,7,1,0,0,12,12,15,4,0,1,1,0,5
1367,13,2,1973,13,2,1973,5,3,0,0,1,1,16,4,0,1,1,0,5
1368,18,2,1976,27,8,1976,5,3,-9,-9,192,192,17,4,1,1,1,0,5
1369,29,8,1959,29,8,1959,5,3,0,0,1,1,16,4,0,1,1,0,5
1374,-9,1,1950,23,5,1953,5,3,4,-9,1239,1209,17,4,1,1,1,0,5
1376,7,7,1975,16,11,1975,6,1,-9,-9,133,133,17,4,1,1,1,0,5
1377,5,7,1976,5,7,1976,8,3,2,-9,1,1,17,4,1,1,1,0,5
1378,1,3,1967,18,8,1967,5,3,2,-9,171,171,17,4,1,1,2,0,5
1379,9,8,1964,20,9,1971,5,3,4,-9,2599,2599,17,4,1,2,1,0,5
1380,27,1,1971,25,12,1971,5,3,3,-9,333,333,17,4,1,1,1,0,5
1381,18,9,1972,28,3,1973,5,1,2,-9,192,192,16,4,1,2,1,0,5
1382,14,7,1974,7,9,1975,5,3,0,0,421,421,17,4,1,1,3,0,5
1384,10,7,1974,24,7,1974,8,3,0,0,15,15,16,4,0,1,1,0,5
1385,25,11,1969,-9,4,1971,5,3,0,0,522,493,16,4,1,1,2,0,5
1386,20,1,1973,20,1,1973,5,3,0,0,1,1,12,3,1,1,1,0,5
1387,-9,12,1961,-9,12,1961,5,3,0,0,31,1,12,3,0,1,1,0,5
1389,26,5,1972,26,5,1972,5,3,1,-9,1,1,17,4,1,1,1,0,5
1390,24,12,1972,14,6,1973,7,3,0,0,173,173,16,4,0,1,1,0,5
1391,3,3,1971,12,4,1971,7,3,0,0,41,41,15,4,1,1,1,0,5
1392,18,5,1966,7,8,1969,5,1,0,0,1178,1178,17,4,1,1,1,0,5
1396,1,10,1974,20,11,1974,5,3,0,0,51,51,17,4,1,2,1,0,5
1397,9,1,1973,14,6,1973,5,3,2,-9,157,157,17,4,1,2,1,0,5
1399,23,3,1969,26,3,1969,5,3,0,0,4,4,7,3,1,1,1,0,5
1400,6,4,1968,27,7,1968,5,3,0,0,113,113,1,2,0,1,1,0,5
1401,14,10,1966,4,11,1966,5,3,0,0,22,22,16,4,1,1,1,0,5
1403,14,5,1968,18,5,1968,5,3,0,0,5,5,16,4,0,1,1,0,5
1404,15,12,1971,16,12,1971,5,3,0,0,2,2,12,3,1,1,1,0,5
1406,1,3,1969,4,4,1969,5,3,0,0,35,35,14,4,0,1,1,0,5
1407,2,12,1963,1,1,1964,3,3,0,0,31,31,13,4,0,1,1,0,5
1408,29,10,1966,4,11,1966,7,1,0,0,7,7,15,4,1,1,1,0,5
1410,23,7,1962,23,7,1962,5,3,-9,-9,1,1,17,4,1,1,1,0,5
1411,-9,11,1974,3,6,1975,5,3,1,-9,215,186,17,4,1,1,1,0,5
1418,7,12,1962,19,12,1962,5,3,0,0,13,13,11,3,0,1,1,0,5
1419,16,1,1965,16,4,1965,5,3,1,-9,91,91,17,4,1,1,1,0,5
1422,2,7,1967,3,7,1967,5,3,0,0,2,2,14,4,0,1,1,0,5
1423,14,8,1960,14,9,1961,5,3,0,0,397,397,16,4,1,1,1,0,5
1425,16,11,1963,19,4,1964,5,1,3,-9,156,156,17,4,1,1,1,0,5
1426,29,12,1963,30,3,1964,5,1,-9,-9,93,93,17,4,1,1,1,0,5
1427,26,5,1974,28,5,1974,5,3,1,-9,3,3,17,4,1,1,1,0,5
1428,14,12,1975,4,1,1976,5,3,1,-9,22,22,17,4,1,1,1,0,5
1430,9,10,1975,27,11,1977,5,3,-9,-9,781,781,18,4,1,2,1,0,5
1435,18,4,1975,7,1,1979,1,2,6,-9,1361,1361,20,5,1,1,1,0,5
1441,-9,8,1975,30,8,1988,5,3,-9,-9,4779,4749,17,4,1,3,2,0,5
1447,7,4,1971,17,12,1971,2,1,6,-9,255,255,20,5,1,1,1,0,5
1448,2,5,1954,20,11,1954,7,3,0,0,203,203,15,4,0,1,2,0,5
1449,16,6,1969,-9,9,1969,5,3,0,0,107,78,2,2,0,1,1,0,5
1450,-9,8,1975,27,7,1976,7,3,0,0,362,332,17,4,1,1,1,0,5
1452,8,6,1956,4,10,1956,5,3,0,0,119,119,16,4,1,2,2,0,5
1462,26,10,1968,18,12,1968,7,1,0,0,54,54,15,4,0,1,1,0,5
1463,1,12,1965,3,12,1965,7,1,0,0,3,3,15,4,1,1,1,0,5
1466,-9,4,1962,5,10,1962,5,3,-9,-9,188,159,17,4,1,1,2,0,5
1469,19,4,1976,21,4,1976,5,3,1,-9,3,3,17,4,1,1,1,0,5
1472,15,2,1975,20,11,1975,5,3,1,-9,279,279,17,4,1,2,1,0,5
1477,24,2,1918,25,3,1918,3,2,0,0,30,30,7,3,1,1,1,0,5
1480,26,6,1967,7,8,1970,5,1,6,-9,1139,1139,20,5,1,1,2,0,5
1481,24,11,1974,24,11,1974,7,3,0,0,1,1,15,4,0,1,1,0,5
1482,-9,2,1865,9,5,1866,5,3,6,-9,463,436,20,5,1,1,4,0,5
1486,4,12,1884,18,4,1885,5,1,2,-9,136,136,17,4,1,1,1,0,5
1488,-9,10,1885,-9,11,1885,5,3,0,0,61,2,7,3,0,3,1,0,5
1489,17,4,1874,3,12,1874,4,1,0,0,231,231,16,4,1,1,1,0,5
1490,5,6,1894,30,3,1895,1,2,6,-9,299,299,20,5,1,1,2,0,5
1493,-9,5,1849,-9,7,1849,5,3,0,0,92,32,15,4,1,1,1,0,5
1494,12,12,1854,13,6,1855,1,2,0,0,184,184,14,4,0,1,1,0,5
1495,-9,3,1856,-9,3,1856,6,1,0,0,31,1,7,3,0,1,1,0,5
1497,-9,2,1869,-9,2,1869,5,3,0,0,28,1,15,4,1,1,1,0,5
1498,7,11,1846,6,2,1847,4,4,0,0,92,92,8,3,0,2,1,0,5
1500,20,8,1857,20,2,1858,1,2,0,0,185,185,14,4,0,1,1,0,5
1501,-9,5,1861,-9,7,1861,1,3,0,0,92,32,15,4,1,1,1,0,5
1502,-9,2,1863,-9,12,1863,5,3,0,0,334,277,15,4,1,1,1,0,5
1503,-9,8,1872,19,11,1872,5,3,0,0,111,81,7,3,0,1,1,0,5
1506,-9,8,1852,-9,11,1852,6,1,0,0,122,63,7,3,1,2,2,0,5
1507,21,9,1843,30,4,1844,1,2,0,0,223,223,14,4,0,1,1,0,5
1508,15,3,1873,22,5,1873,5,3,-9,-9,69,69,17,4,1,1,1,0,5
1510,15,10,1878,26,11,1878,5,1,0,0,43,43,15,4,1,1,1,0,5
1511,-9,5,1879,16,6,1879,6,1,0,0,47,17,14,4,0,1,1,0,5
1512,-9,12,1891,25,1,1892,4,1,0,0,56,26,1,2,0,1,1,0,5
1513,-9,10,1897,22,9,1898,3,1,0,0,357,327,11,3,1,1,1,0,5
1515,1,3,1884,4,3,1884,4,2,0,0,4,4,8,3,0,1,1,0,5
1516,-9,3,1884,4,4,1884,4,2,0,0,35,5,13,4,0,1,1,0,5
1517,22,1,1883,15,3,1883,5,3,0,0,53,53,1,2,0,4,1,0,5
1518,8,11,1878,20,10,1883,1,2,6,-9,1808,1808,20,5,1,1,2,0,5
1519,-9,8,1863,6,12,1863,1,1,6,-9,128,98,20,5,1,1,1,0,5
1520,19,6,1862,31,7,1862,5,3,2,-9,43,43,17,4,1,1,1,0,5
1521,-9,11,1857,-9,11,1857,6,1,0,0,30,1,16,4,0,1,1,0,5
1522,25,6,1856,11,10,1856,4,3,0,0,109,109,7,3,0,1,1,0,5
1523,-9,3,1852,18,7,1852,5,3,0,0,140,110,8,3,0,2,1,0,5
1524,-9,2,1834,-9,8,1834,7,1,0,0,212,155,15,4,0,1,1,0,5
1526,24,3,1874,24,3,1874,5,3,0,0,1,1,7,3,0,1,1,0,5
1527,22,3,1872,-9,5,1872,6,1,0,0,71,41,10,3,1,1,1,0,5
1528,-9,4,1851,3,2,1852,1,2,6,-9,309,280,20,5,1,1,1,0,5
1529,21,2,1891,22,4,1891,3,1,0,0,61,61,7,3,0,1,1,0,5
1530,16,10,1888,20,12,1888,7,2,0,0,66,66,15,4,1,1,1,0,5
1531,27,2,1882,27,2,1882,6,1,0,0,1,1,1,2,0,1,1,0,5
1532,-9,11,1869,-9,11,1869,5,3,0,0,30,1,7,3,0,1,1,0,5
1533,-9,2,1876,25,4,1876,1,2,6,-9,85,57,20,5,1,1,1,0,5
1534,23,6,1890,25,8,1890,5,1,2,-9,64,64,17,4,1,1,1,0,5
1535,28,2,1885,15,4,1885,2,2,6,-9,47,47,20,5,1,1,3,0,5
1540,5,12,1840,1,2,1841,4,1,0,0,59,59,7,3,1,1,1,0,5
1541,-9,9,1893,-9,9,1893,5,3,0,0,30,1,17,4,1,1,1,0,5
1542,30,6,1886,24,8,1886,7,4,0,0,56,56,15,4,0,1,1,0,5
1543,-9,2,1880,-9,2,1880,6,1,0,0,29,1,7,3,0,1,1,0,5
1544,16,5,1876,20,8,1878,5,3,-9,-9,827,827,17,4,1,1,1,0,5
1545,20,4,1875,12,7,1875,5,1,0,0,84,84,12,3,0,1,1,0,5
1547,6,5,1873,16,6,1873,5,3,0,0,42,42,12,3,0,1,1,0,5
1548,21,11,1859,4,1,1860,5,4,0,0,45,45,12,3,0,1,1,0,5
1549,2,3,1860,20,3,1860,5,3,-9,-9,19,19,17,4,1,1,1,0,5
1550,-9,10,1855,-9,10,1855,5,3,-9,-9,31,1,17,4,1,1,1,0,5
1551,-9,11,1850,25,1,1851,4,3,0,0,86,57,3,2,0,1,1,0,5
1552,23,8,1843,2,2,1848,1,2,6,-9,1625,1625,20,5,1,1,1,0,5
1553,-9,4,1838,-9,4,1838,5,3,0,0,30,1,16,4,0,1,1,0,5
1554,-9,12,1836,-9,5,1837,7,1,0,0,182,122,15,4,1,1,1,0,5
1555,4,4,1836,-9,7,1836,8,3,0,0,119,89,14,4,0,1,1,0,5
1556,-9,3,1839,-9,3,1839,7,3,0,0,31,1,15,4,1,1,1,0,5
1557,3,1,1898,12,8,1898,1,2,6,-9,222,222,20,5,1,1,1,0,5
1563,14,4,1864,5,2,1865,6,1,0,0,298,298,14,4,1,1,2,0,5
1564,7,3,1855,9,3,1855,5,3,0,0,3,3,16,4,1,1,1,0,5
1565,28,2,1854,8,4,1854,7,1,0,0,40,40,15,4,1,1,1,0,5
1566,-9,6,1850,-9,12,1850,5,1,0,0,214,155,15,4,1,1,1,0,5
1567,15,3,1818,30,5,1818,1,1,-9,-9,77,77,16,4,1,1,1,0,5
1569,-9,12,1896,19,5,1897,2,1,6,-9,170,140,20,5,1,1,1,0,5
1571,-9,3,1882,-9,4,1882,5,1,-9,-9,61,2,17,4,1,1,1,0,5
1573,7,1,1878,26,2,1878,5,3,0,0,51,51,18,4,1,1,1,0,5
1574,-9,2,1877,-9,5,1877,5,3,0,0,120,63,7,3,0,1,1,0,5
1575,19,11,1868,6,2,1869,5,1,0,0,80,80,17,4,1,1,1,0,5
1576,-9,10,1866,-9,10,1866,5,3,0,0,31,1,7,3,0,1,1,0,5
1579,24,9,1829,25,9,1829,4,1,-9,-9,2,2,17,4,1,1,1,0,5
1580,16,10,1859,25,3,1860,1,2,6,-9,162,162,20,5,1,1,1,0,5
1581,2,10,1893,31,1,1894,4,1,0,0,122,122,16,4,0,1,1,0,5
1586,1,1,1846,1,7,1846,5,3,0,0,182,182,13,4,1,1,1,0,5
1587,-9,9,1850,14,10,1850,2,3,0,0,44,15,16,4,1,1,1,0,5
1588,-9,1,1855,21,3,1855,6,1,0,0,80,50,16,4,1,1,1,0,5
1589,-9,4,1862,-9,5,1862,5,3,0,0,61,2,11,3,1,1,1,0,5
1590,-9,8,1863,1,3,1870,2,2,6,-9,2405,2375,20,5,1,1,2,0,5
1593,-9,5,1858,25,1,1860,1,2,2,-9,635,605,17,4,1,1,1,0,5
1594,-9,4,1859,-9,6,1859,7,4,0,0,91,33,15,4,0,1,1,0,5
1595,10,8,1862,10,2,1863,5,3,0,0,185,185,7,3,0,1,2,0,5
1596,-9,9,1893,23,1,1894,7,3,0,0,145,116,15,4,1,1,1,0,5
1597,-9,4,1899,-9,10,1899,1,2,0,0,214,155,14,4,0,1,1,0,5
1598,-9,1,1912,13,4,1912,5,3,0,0,104,74,7,3,0,1,1,0,5
1599,20,9,1889,30,9,1889,5,3,0,0,11,11,7,3,0,1,1,0,5
1600,-9,7,1866,-9,7,1866,5,3,0,0,31,1,7,3,0,1,1,0,5
1601,23,12,1887,13,2,1888,4,3,0,0,53,53,15,4,0,1,1,0,5
1603,19,5,1949,14,8,1949,5,3,0,0,88,88,16,4,1,1,1,0,5
1605,23,3,1970,1,6,1970,3,1,0,0,71,71,14,4,0,1,1,0,5
1608,6,11,1965,11,12,1965,6,1,1,-9,36,36,17,4,1,1,1,0,5
1609,18,8,1967,7,5,1968,5,1,0,0,264,264,16,4,1,1,1,0,5
1610,-9,6,1968,-9,8,1968,5,3,-9,-9,92,33,17,4,1,1,1,0,5
1612,21,12,1972,8,4,1973,3,3,1,-9,109,109,17,4,1,1,2,0,5
1613,7,3,1975,5,6,1975,6,1,0,0,91,91,16,4,0,1,1,0,5
1614,20,12,1941,20,12,1941,8,3,0,0,1,1,18,4,0,1,3,0,5
1622,30,10,1826,30,10,1826,4,1,0,0,1,1,1,2,0,1,1,0,5
1623,20,1,1836,27,1,1837,8,1,0,0,374,374,15,4,0,1,1,0,5
1625,4,6,1845,16,5,1846,5,3,0,0,347,347,15,4,0,1,1,0,5
1627,1,8,1849,-9,6,1852,1,2,-9,-9,1065,1036,16,4,1,1,1,0,5
1628,-9,5,1858,27,8,1858,6,1,0,0,119,89,13,4,0,2,1,0,5
1629,29,11,1859,30,11,1859,7,1,0,0,2,2,15,4,0,1,1,0,5
1630,-9,5,1859,-9,5,1859,5,3,0,0,31,1,15,4,0,1,1,0,5
1631,20,12,1860,20,12,1860,5,3,0,0,1,1,1,2,0,1,3,0,5
1632,11,6,1872,12,6,1872,1,3,0,0,2,2,15,4,0,1,1,0,5
1633,27,4,1876,2,8,1876,5,3,0,0,98,98,15,4,1,1,1,0,5
1635,13,7,1877,-9,11,1877,5,3,0,0,141,112,11,3,1,1,1,0,5
1637,-9,1,1881,-9,7,1881,3,3,0,0,212,152,7,3,1,1,2,0,5
1639,-9,10,1886,-9,4,1887,1,2,0,0,212,153,14,4,1,1,1,0,5
