dispnum,incidnum,stday,stmon,styear,endday,endmon,endyear,duration,tbi,fatality,fatalpre,action,hostlev,numa,version
4182,4182473,23,10,2005,24,10,2005,2,6,0,0,7,3,1,5
4182,4182219,5,3,1997,5,3,1997,1,2,0,0,12,3,1,5
4182,4182029,2,6,1994,2,6,1994,1,0,0,0,16,4,1,5
4182,4182480,26,4,2006,26,4,2006,1,5,0,0,7,3,1,5
4182,4182225,16,3,1997,16,3,1997,1,3,0,0,12,3,1,5
4182,4182466,29,6,2005,1,7,2005,3,2,0,0,16,4,1,5
4182,4182204,13,1,1997,13,1,1997,1,6,0,0,12,3,1,5
4182,4182152,12,9,1996,12,9,1996,1,1,0,0,12,3,1,5
4182,4182436,20,1,2004,20,1,2004,1,19,0,0,16,4,1,5
4182,4182405,11,7,2002,11,7,2002,1,14,0,0,12,3,1,5
4182,4182098,7,4,1996,26,4,1996,20,2,1,2,16,4,1,5
4182,4182371,24,5,2000,24,5,2000,1,0,0,0,1,2,1,5
4182,4182187,28,11,1996,28,11,1996,1,4,0,0,12,3,1,5
4182,4182142,10,8,1996,16,8,1996,7,4,0,0,16,4,1,5
4182,4182400,26,4,2002,2,5,2002,7,12,0,0,16,4,1,5
4182,4182188,2,12,1996,2,12,1996,1,4,0,0,12,3,1,5
4182,4182069,16,3,1995,26,4,1995,42,7,0,0,16,4,1,5
4182,4182248,14,5,1997,14,5,1997,1,2,0,0,12,3,1,5
4182,4182055,8,11,1994,16,11,1994,9,13,0,0,16,4,1,5
4182,4182299,29,9,1997,4,10,1997,6,4,0,0,16,4,1,5
4182,4182162,29,9,1996,29,9,1996,1,11,0,0,12,3,1,5
4182,4182010,13,12,1993,13,12,1993,1,16,0,0,14,4,1,5
4182,4182118,11,6,1996,11,6,1996,1,5,0,0,12,3,1,5
4182,4182003,12,7,1993,15,7,1993,4,6,0,0,7,3,1,5
4182,4182163,10,10,1996,10,10,1996,1,6,0,0,12,3,1,5
4182,4182477,21,11,2005,23,11,2005,3,74,0,0,16,4,1,5
4182,4182426,31,8,2003,31,8,2003,1,3,0,0,7,3,1,5
4182,4182444,17,7,2004,17,7,2004,1,0,0,0,7,3,1,5
4182,4182461,15,3,2005,15,3,2005,1,2,0,0,7,3,1,5
4182,4182324,18,11,1997,18,11,1997,1,1,0,0,12,3,1,5
4182,4182457,26,1,2005,26,1,2005,1,4,0,0,7,3,1,5
4182,4182201,31,12,1996,31,12,1996,1,0,0,0,12,3,1,5
4182,4182386,16,4,2001,18,4,2001,3,23,0,0,8,3,1,5
4182,4182430,27,10,2003,27,10,2003,1,7,0,0,16,4,1,5
4182,4182228,25,3,1997,25,3,1997,1,1,0,0,12,3,1,5
4182,4182462,17,3,2005,17,3,2005,1,57,0,0,16,4,1,5
4182,4182063,5,1,1995,12,1,1995,8,10,0,0,16,4,1,5
4182,4182070,23,3,1995,23,3,1995,1,39,0,0,16,4,1,5
4182,4182158,24,9,1996,24,9,1996,1,1,0,0,12,3,1,5
4182,4182305,19,10,1997,19,10,1997,1,1,0,0,12,3,1,5
4182,4182380,4,12,2000,4,12,2000,1,23,0,0,12,3,1,5
4182,4182108,16,4,1996,16,4,1996,1,6,0,0,12,3,1,5
4182,4182002,12,7,1993,15,7,1993,4,0,0,0,7,3,1,5
4182,4182470,21,9,2005,21,9,2005,1,15,0,0,7,3,1,5
4182,4182297,27,9,1997,27,9,1997,1,2,0,0,12,3,1,5
4182,4182358,17,3,1999,18,3,1999,2,24,0,0,11,3,1,5
4182,4182208,21,1,1997,21,1,1997,1,6,0,0,12,3,1,5
4182,4182474,29,10,2005,3,11,2005,6,6,0,0,16,4,1,5
4182,4182372,24,5,2000,24,5,2000,1,1,0,0,1,2,1,5
4182,4182292,17,9,1997,17,9,1997,1,1,0,0,12,3,1,5
4182,4182016,17,2,1994,17,2,1994,1,2,-9,-9,16,4,1,5
4182,4182478,3,2,2006,6,2,2006,4,3,0,0,16,4,1,5
4182,4182479,6,2,2006,6,2,2006,1,79,0,0,7,3,1,5
4182,4182154,16,9,1996,16,9,1996,1,2,0,0,12,3,1,5
4182,4182303,13,10,1997,13,10,1997,1,4,0,0,12,3,1,5
4182,4182427,3,9,2003,3,9,2003,1,33,0,0,16,4,1,5
4182,4182396,12,3,2002,13,3,2002,2,18,0,0,16,4,1,5
4182,4182419,14,5,2003,22,5,2003,9,21,0,0,7,3,1,5
4182,4182122,24,6,1996,19,7,1996,26,0,0,0,16,4,1,5
4182,4182369,11,2,2000,11,2,2000,1,101,0,0,1,2,1,5
4182,4182051,2,10,1994,2,10,1994,1,4,0,0,16,4,1,5
4182,4182258,22,6,1997,22,6,1997,1,9,0,0,1,2,1,5
4182,4182241,20,4,1997,20,4,1997,1,1,0,0,12,3,1,5
4182,4182469,16,9,2005,17,9,2005,2,5,0,0,15,4,1,5
4182,4182315,31,10,1997,31,10,1997,1,2,0,0,12,3,1,5
4182,4182265,8,8,1997,8,8,1997,1,2,0,0,12,3,1,5
4182,4182027,23,5,1994,23,5,1994,1,9,0,0,1,2,1,5
4182,4182326,20,11,1997,20,11,1997,1,1,0,0,12,3,1,5
4182,4182049,19,9,1994,23,9,1994,5,7,0,0,16,4,1,5
4182,4182378,18,10,2000,18,10,2000,1,39,0,0,12,3,1,5
4182,4182193,11,12,1996,11,12,1996,1,4,0,0,12,3,1,5
4182,4182399,25,4,2002,25,4,2002,1,1,0,0,7,3,1,5
4182,4182181,19,11,1996,19,11,1996,1,5,0,0,16,4,1,5
4182,4182184,25,11,1996,25,11,1996,1,1,0,0,12,3,1,5
4182,4182390,1,7,2001,1,7,2001,1,0,0,0,16,4,1,5
4182,4182260,21,7,1997,25,9,1997,67,1,1,6,16,4,1,5
4182,4182276,25,8,1997,25,8,1997,1,1,0,0,12,3,1,5
4182,4182014,19,1,1994,19,1,1994,1,19,0,0,16,4,1,5
4182,4182437,8,2,2004,8,2,2004,1,16,0,0,7,3,1,5
4182,4182273,19,8,1997,19,8,1997,1,2,0,0,12,3,1,5
4182,4182044,22,8,1994,22,8,1994,1,17,0,0,7,3,1,5
4182,4182229,26,3,1997,26,3,1997,1,1,0,0,12,3,1,5
4182,4182402,7,6,2002,9,6,2002,3,7,0,0,16,4,1,5
4182,4182413,23,1,2003,23,1,2003,1,10,0,0,11,3,1,5
4182,4182476,8,11,2005,8,11,2005,1,13,0,0,7,3,1,5
4182,4182191,8,12,1996,8,12,1996,1,1,0,0,12,3,1,5
4182,4182411,21,1,2003,21,1,2003,1,0,0,0,7,3,1,5
4182,4182077,9,6,1995,9,6,1995,1,5,1,1,16,4,1,5
4182,4182264,3,8,1997,3,8,1997,1,5,0,0,12,3,1,5
4182,4182459,13,2,2005,13,2,2005,1,9,0,0,7,3,1,5
4182,4182262,28,7,1997,28,7,1997,1,1,0,0,12,3,1,5
4182,4182261,22,7,1997,22,7,1997,1,6,0,0,12,3,1,5
4182,4182186,27,11,1996,27,11,1996,1,1,0,0,12,3,1,5
4182,4182179,12,11,1996,12,11,1996,1,7,0,0,12,3,1,5
4182,4182391,1,7,2001,1,7,2001,1,169,-9,-9,16,4,1,5
4182,4182370,22,5,2000,22,5,2000,1,2,0,0,16,4,1,5
4182,4182484,12,7,2006,8,9,2006,59,5,0,0,13,4,1,5
4182,4182255,4,6,1997,4,6,1997,1,3,0,0,16,4,1,5
4182,4182149,6,9,1996,6,9,1996,1,3,0,0,12,3,1,5
4182,4182185,26,11,1996,26,11,1996,1,1,0,0,12,3,1,5
4182,4182379,26,11,2000,26,11,2000,1,8,0,0,16,4,1,5
4182,4182251,23,5,1997,30,5,1997,8,0,0,0,16,4,1,5
4182,4182423,3,8,2003,3,8,2003,1,5,0,0,7,3,1,5
4182,4182205,19,1,1997,20,1,1997,2,1,0,0,12,3,1,5
4182,4182295,24,9,1997,24,9,1997,1,2,0,0,12,3,1,5
4182,4182177,4,11,1996,4,11,1996,1,5,0,0,12,3,1,5
4182,4182115,23,5,1996,25,5,1996,3,6,0,0,16,4,1,5
4182,4182377,9,10,2000,9,10,2000,1,9,0,0,11,3,1,5
4182,4182138,4,8,1996,4,8,1996,1,1,0,0,12,3,1,5
4182,4182281,1,9,1997,1,9,1997,1,1,0,0,12,3,1,5
4182,4182215,17,2,1997,17,2,1997,1,3,0,0,12,3,1,5
4182,4182198,24,12,1996,24,12,1996,1,1,0,0,12,3,1,5
4182,4182300,3,10,1997,3,10,1997,1,2,0,0,12,3,1,5
4182,4182101,11,4,1996,12,4,1996,2,0,1,-9,16,4,1,5
4182,4182328,23,11,1997,23,11,1997,1,1,0,0,12,3,1,5
4182,4182428,6,10,2003,13,10,2003,8,16,0,0,16,4,1,5
4182,4182448,31,8,2004,31,8,2004,1,21,0,0,7,3,1,5
4182,4182455,7,1,2005,7,1,2005,1,10,0,0,16,4,1,5
4182,4182269,12,8,1997,12,8,1997,1,1,0,0,12,3,1,5
4182,4182071,1,5,1995,13,5,1995,13,15,0,0,16,4,1,5
4182,4182196,18,12,1996,18,12,1996,1,1,0,0,12,3,1,5
4182,4182435,19,1,2004,19,1,2004,1,1,0,0,7,3,1,5
4182,4182183,24,11,1996,26,11,1996,3,1,0,0,16,4,1,5
4182,4182288,11,9,1997,11,9,1997,1,3,0,0,12,3,1,5
4182,4182209,27,1,1997,20,2,1997,25,4,0,0,16,4,1,5
4182,4182102,11,4,1996,12,4,1996,2,0,0,0,16,4,1,5
4182,4182445,17,7,2004,17,7,2004,1,0,0,0,7,3,1,5
4182,4182309,24,10,1997,24,10,1997,1,2,0,0,12,3,1,5
4182,4182129,18,7,1996,18,7,1996,1,4,0,0,12,3,1,5
4182,4182030,2,6,1994,2,6,1994,1,14,0,0,17,4,1,5
4182,4182475,4,11,2005,4,11,2005,1,4,0,0,8,3,1,5
4182,4182213,13,2,1997,13,2,1997,1,3,0,0,12,3,1,5
4182,4182006,23,7,1993,31,7,1993,9,7,1,14,17,4,1,5
4182,4182440,5,5,2004,7,5,2004,3,33,0,0,16,4,1,5
4182,4182087,14,2,1996,29,2,1996,16,1,-9,-9,16,4,1,5
4182,4182192,9,12,1996,9,12,1996,1,2,0,0,12,3,1,5
4182,4182065,19,1,1995,20,1,1995,2,6,0,0,16,4,1,5
4182,4182024,19,4,1994,21,4,1994,3,6,0,0,16,4,1,5
4182,4182382,22,1,2001,24,1,2001,3,16,0,0,8,3,1,5
4182,4182233,31,3,1997,31,3,1997,1,1,0,0,12,3,1,5
4182,4182210,31,1,1997,31,1,1997,1,2,0,0,12,3,1,5
4182,4182012,4,1,1994,4,1,1994,1,2,0,0,16,4,1,5
4182,4182318,10,11,1997,10,11,1997,1,1,0,0,12,3,1,5
4182,4182124,1,7,1996,1,7,1996,1,2,0,0,12,3,1,5
4182,4182294,23,9,1997,23,9,1997,1,1,0,0,12,3,1,5
4182,4182217,25,2,1997,3,3,1997,7,4,0,0,16,4,1,5
4182,4182034,17,7,1994,18,7,1994,2,1,0,0,16,4,1,5
4182,4182035,18,7,1994,18,7,1994,1,2,0,0,16,4,1,5
4182,4182287,10,9,1997,10,9,1997,1,1,0,0,12,3,1,5
4182,4182140,8,8,1996,8,8,1996,1,0,0,0,17,4,1,5
4182,4182039,25,7,1994,26,7,1994,2,8,0,0,16,4,1,5
4182,4182004,18,7,1993,18,7,1993,1,5,0,0,1,2,1,5
4182,4182252,23,5,1997,23,5,1997,1,2,0,0,12,3,1,5
4182,4182244,1,5,1997,1,5,1997,1,4,0,0,12,3,1,5
4182,4182043,22,8,1994,3,9,1994,13,0,0,0,16,4,1,5
4182,4182144,20,8,1996,20,8,1996,1,0,0,0,12,3,1,5
4182,4182329,24,11,1997,24,11,1997,1,1,0,0,12,3,1,5
4182,4182081,30,11,1995,2,12,1996,369,48,0,0,16,4,1,5
4182,4182107,15,4,1996,15,4,1996,1,1,0,0,12,3,1,5
4182,4182308,22,10,1997,22,10,1997,1,2,0,0,12,3,1,5
4182,4182387,9,5,2001,9,5,2001,1,11,0,0,12,3,1,5
4182,4182125,3,7,1996,3,7,1996,1,2,0,0,12,3,1,5
4182,4182052,6,10,1994,6,10,1994,1,13,0,0,16,4,1,5
4182,4182131,24,7,1996,24,7,1996,1,2,0,0,16,4,1,5
4182,4182274,21,8,1997,21,8,1997,1,1,0,0,12,3,1,5
4182,4182080,15,9,1995,15,9,1995,1,76,0,0,16,4,1,5
4182,4182422,17,7,2003,21,7,2003,5,17,0,0,7,3,1,5
4182,4182164,16,10,1996,16,10,1996,1,1,0,0,12,3,1,5
4182,4182058,4,12,1994,6,12,1994,3,5,0,0,16,4,1,5
4182,4182357,1,3,1999,-9,3,1999,-9,16,0,0,16,4,1,5
4182,4182250,19,5,1997,19,5,1997,1,4,0,0,12,3,1,5
4182,4182330,25,11,1997,25,11,1997,1,2,0,0,12,3,1,5
4182,4182061,23,12,1994,24,12,1994,2,5,0,0,16,4,1,5
4182,4182280,30,8,1997,30,8,1997,1,2,0,0,12,3,1,5
4182,4182168,21,10,1996,21,10,1996,1,6,0,0,12,3,1,5
4182,4182237,8,4,1997,8,4,1997,1,4,0,0,12,3,1,5
4182,4182067,30,1,1995,31,1,1995,2,4,0,0,16,4,1,5
4182,4182120,20,6,1996,20,6,1996,1,0,0,0,16,4,1,5
4182,4182327,21,11,1997,21,11,1997,1,2,0,0,12,3,1,5
4182,4182127,7,7,1996,7,7,1996,1,10,0,0,12,3,1,5
4182,4182157,20,9,1996,20,9,1996,1,4,0,0,12,3,1,5
4182,4182374,13,9,2000,13,9,2000,1,24,0,0,11,3,1,5
4182,4182156,18,9,1996,18,9,1996,1,2,0,0,12,3,1,5
4182,4182001,6,4,1993,6,4,1993,1,97,0,0,12,3,1,5
4182,4182323,17,11,1997,17,11,1997,1,1,0,0,12,3,1,5
4182,4182075,25,5,1995,25,5,1995,1,4,0,0,16,4,1,5
4182,4182076,29,5,1995,6,6,1995,9,11,0,0,16,4,1,5
4182,4182123,24,6,1996,24,6,1996,1,7,0,0,12,3,1,5
4182,4182148,3,9,1996,3,9,1996,1,3,0,0,12,3,1,5
4182,4182173,30,10,1996,30,10,1996,1,1,0,0,12,3,1,5
4182,4182109,22,4,1996,22,4,1996,1,15,0,0,12,3,1,5
4182,4182240,19,4,1997,19,4,1997,1,1,0,0,12,3,1,5
4182,4182082,17,1,1996,7,2,1996,22,14,0,0,16,4,1,5
4182,4182128,17,7,1996,17,7,1996,1,1,0,0,12,3,1,5
4182,4182298,29,9,1997,7,11,1997,40,0,0,0,16,4,1,5
4182,4182054,26,10,1994,4,11,1994,10,13,0,0,16,4,1,5
4182,4182249,16,5,1997,16,5,1997,1,3,0,0,17,4,1,5
4182,4182171,28,10,1996,28,10,1996,1,1,0,0,12,3,1,5
4182,4182085,6,2,1996,6,2,1996,1,6,0,0,12,3,1,5
4182,4182011,29,12,1993,29,12,1993,1,6,0,0,16,4,1,5
4182,4182259,1,7,1997,15,7,1997,15,20,0,0,16,4,1,5
4182,4182454,29,12,2004,30,12,2004,2,9,0,0,7,3,1,5
4182,4182364,21,9,1999,21,9,1999,1,57,0,0,16,4,1,5
4182,4182449,21,9,2004,21,9,2004,1,20,0,0,7,3,1,5
4182,4182408,29,8,2002,29,8,2002,1,44,0,0,7,3,1,5
4182,4182351,29,11,1998,2,12,1998,4,13,0,0,8,3,1,5
4182,4182132,26,7,1996,26,7,1996,1,1,0,0,12,3,1,5
4182,4182047,13,9,1994,13,9,1994,1,3,0,0,16,4,1,5
4182,4182468,3,7,2005,6,7,2005,4,75,0,0,7,3,1,5
4182,4182099,9,4,1996,9,4,1996,1,1,0,0,12,3,1,5
4182,4182033,2,7,1994,13,7,1994,12,15,0,0,16,4,1,5
4182,4182232,30,3,1997,30,3,1997,1,1,0,0,12,3,1,5
4182,4182483,12,7,2006,14,8,2006,34,0,2,-9,17,4,1,5
4182,4182373,25,5,2000,25,5,2000,1,111,0,0,11,3,1,5
4182,4182325,19,11,1997,19,11,1997,1,1,0,0,12,3,1,5
4182,4182105,13,4,1996,13,4,1996,1,1,0,0,12,3,1,5
4182,4182106,14,4,1996,14,4,1996,1,1,-9,-9,17,4,1,5
4182,4182203,3,1,1997,3,1,1997,1,10,0,0,12,3,1,5
4182,4182254,29,5,1997,29,5,1997,1,6,0,0,12,3,1,5
4182,4182279,28,8,1997,28,8,1997,1,2,0,0,12,3,1,5
4182,4182341,15,12,1997,15,12,1997,1,2,0,0,17,4,1,5
4182,4182112,19,5,1996,19,5,1996,1,1,0,0,16,4,1,5
4182,4182267,10,8,1997,10,8,1997,1,1,0,0,17,4,1,5
4182,4182366,17,11,1999,22,11,1999,6,84,0,0,16,4,1,5
4182,4182117,6,6,1996,20,6,1996,15,5,0,0,16,4,1,5
4182,4182464,21,5,2005,21,5,2005,1,17,0,0,16,4,1,5
4182,4182194,15,12,1996,20,12,1996,6,1,0,0,16,4,1,5
4182,4182008,19,8,1993,19,8,1993,1,0,-9,-9,16,4,1,5
4182,4182088,15,2,1996,15,2,1996,1,5,0,0,12,3,1,5
4182,4182084,3,2,1996,11,2,1996,9,3,0,0,16,4,1,5
4182,4182121,20,6,1996,20,6,1996,1,4,0,0,12,3,1,5
4182,4182137,1,8,1996,1,8,1996,1,3,0,0,12,3,1,5
4182,4182214,16,2,1997,16,2,1997,1,1,0,0,12,3,1,5
4182,4182212,11,2,1997,11,2,1997,1,2,0,0,12,3,1,5
4182,4182126,5,7,1996,5,7,1996,1,2,0,0,12,3,1,5
4182,4182086,12,2,1996,12,2,1996,1,2,0,0,12,3,1,5
4182,4182463,13,5,2005,13,5,2005,1,8,0,0,16,4,1,5
4182,4182256,7,6,1997,7,6,1997,1,14,0,0,16,4,1,5
4182,4182432,16,11,2003,18,11,2003,3,23,0,0,7,3,1,5
4182,4182133,27,7,1996,27,7,1996,1,2,0,0,12,3,1,5
4182,4182266,10,8,1997,10,8,1997,1,0,0,0,12,3,1,5
4182,4182301,5,10,1997,5,10,1997,1,3,0,0,12,3,1,5
4182,4182395,20,2,2002,20,2,2002,1,20,0,0,16,4,1,5
4182,4182275,22,8,1997,22,8,1997,1,3,0,0,12,3,1,5
4182,4182236,5,4,1997,5,4,1997,1,3,0,0,12,3,1,5
4182,4182136,-9,8,1996,-9,8,1996,-9,-9,0,0,7,3,1,5
4182,4182278,27,8,1997,27,8,1997,1,1,0,0,12,3,1,5
4182,4182050,26,9,1994,28,9,1994,3,6,0,0,16,4,1,5
4182,4182019,27,2,1994,1,3,1994,3,9,0,0,16,4,1,5
4182,4182334,1,12,1997,1,12,1997,1,1,0,0,12,3,1,5
4182,4182230,27,3,1997,27,3,1997,1,0,0,0,12,3,1,5
4182,4182319,11,11,1997,31,12,1997,51,0,0,0,16,4,1,5
4182,4182355,1,1,1999,1,1,1999,1,59,0,0,1,2,1,5
4182,4182026,10,5,1994,27,5,1994,18,13,0,0,16,4,1,5
4182,4182271,14,8,1997,14,8,1997,1,4,0,0,12,3,1,5
4182,4182048,16,9,1994,16,9,1994,1,3,0,0,16,4,1,5
4182,4182224,11,3,1997,11,3,1997,1,5,0,0,12,3,1,5
4182,4182307,22,10,1997,22,10,1997,1,0,0,0,17,4,1,5
4182,4182041,11,8,1994,12,8,1994,2,4,0,0,16,4,1,5
4182,4182017,19,2,1994,19,2,1994,1,3,0,0,16,4,1,5
4182,4182220,7,3,1997,20,3,1997,14,0,0,0,16,4,1,5
4182,4182073,22,5,1995,22,5,1995,1,0,0,0,16,4,2,5
4182,4182289,14,9,1997,14,9,1997,1,1,0,0,12,3,1,5
4182,4182257,21,6,1997,21,6,1997,1,1,0,0,16,4,1,5
4182,4182104,12,4,1996,12,4,1996,1,1,0,0,12,3,1,5
4182,4182170,28,10,1996,5,11,1996,9,0,0,0,16,4,1,5
4182,4182447,9,8,2004,10,8,2004,2,22,0,0,7,3,1,5
4182,4182202,31,12,1996,16,1,1997,17,3,0,0,16,4,1,5
4182,4182207,20,1,1997,20,1,1997,1,1,0,0,16,4,1,5
4182,4182226,19,3,1997,19,3,1997,1,1,0,0,12,3,1,5
4182,4182338,9,12,1997,9,12,1997,1,1,0,0,12,3,1,5
4182,4182046,10,9,1994,10,9,1994,1,3,0,0,16,4,1,5
4182,4182031,16,6,1994,24,6,1994,9,14,1,1,16,4,1,5
4182,4182425,14,8,2003,14,8,2003,1,17,0,0,11,3,1,5
4182,4182135,30,7,1996,30,7,1996,1,-9,0,0,12,3,1,5
4182,4182253,25,5,1997,25,5,1997,1,4,0,0,12,3,1,5
4182,4182211,2,2,1997,2,2,1997,1,9,0,0,12,3,1,5
4182,4182290,15,9,1997,15,9,1997,1,1,0,0,12,3,1,5
4182,4182383,7,2,2001,7,2,2001,1,68,0,0,11,3,1,5
4182,4182172,29,10,1996,29,10,1996,1,1,0,0,12,3,1,5
4182,4182199,25,12,1996,25,12,1996,1,1,0,0,12,3,1,5
4182,4182167,20,10,1996,20,10,1996,1,1,0,0,12,3,1,5
4182,4182036,20,7,1994,20,7,1994,1,3,0,0,17,4,1,5
4182,4182453,6,12,2004,6,12,2004,1,23,0,0,11,3,1,5
4182,4182009,19,8,1993,19,8,1993,1,116,0,0,7,3,1,5
4182,4182068,3,2,1995,11,3,1995,37,41,-9,-9,16,4,1,5
4182,4182072,16,5,1995,17,5,1995,2,6,0,0,16,4,1,5
4182,4182361,24,6,1999,25,6,1999,2,0,0,0,16,4,1,5
4182,4182420,4,6,2003,24,6,2003,21,40,0,0,7,3,1,5
4182,4182293,18,9,1997,18,9,1997,1,5,0,0,17,4,1,5
4182,4182042,15,8,1994,20,8,1994,6,7,0,0,16,4,1,5
4182,4182110,7,5,1996,14,5,1996,8,10,0,0,16,4,1,5
4182,4182245,5,5,1997,5,5,1997,1,2,0,0,12,3,1,5
4182,4182291,16,9,1997,16,9,1997,1,1,0,0,12,3,1,5
4182,4182311,27,10,1997,27,10,1997,1,1,0,0,12,3,1,5
4182,4182160,26,9,1996,26,9,1996,1,2,0,0,12,3,1,5
4182,4182103,11,4,1996,11,4,1996,1,1,0,0,12,3,1,5
4182,4182079,15,9,1995,15,9,1995,1,0,0,0,16,4,1,5
4182,4182306,20,10,1997,20,10,1997,1,2,0,0,12,3,1,5
4182,4182331,27,11,1997,27,11,1997,1,1,0,0,12,3,1,5
4182,4182141,8,8,1996,8,8,1996,1,2,0,0,17,4,1,5
4182,4182182,24,11,1996,24,11,1996,1,0,0,0,12,3,1,5
4182,4182037,23,7,1994,-9,7,1994,-9,1,0,0,15,4,1,5
4182,4182421,14,7,2003,14,7,2003,1,3,0,0,11,3,1,5
4182,4182083,31,1,1996,31,1,1996,1,3,0,0,12,3,1,5
4182,4182178,9,11,1996,13,11,1996,5,3,0,0,16,4,1,5
4182,4182332,28,11,1997,28,11,1997,1,1,0,0,12,3,1,5
4182,4182176,3,11,1996,3,11,1996,1,1,0,0,12,3,1,5
4182,4182446,17,7,2004,17,7,2004,1,23,0,0,11,3,1,5
4182,4182398,2,4,2002,16,4,2002,15,23,0,0,16,4,1,5
4182,4182438,24,2,2004,24,2,2004,1,27,0,0,16,4,1,5
4182,4182089,20,2,1996,20,2,1996,1,1,0,0,12,3,1,5
4182,4182139,5,8,1996,5,8,1996,1,3,0,0,12,3,1,5
4182,4182096,18,3,1996,18,3,1996,1,1,0,0,12,3,1,5
4182,4182242,21,4,1997,21,4,1997,1,9,0,0,12,3,1,5
4182,4182028,1,6,1994,12,6,1994,12,1,0,0,16,4,1,5
4182,4182401,8,5,2002,8,5,2002,1,30,0,0,7,3,1,5
4182,4182153,13,9,1996,13,9,1996,1,3,0,0,12,3,1,5
4182,4182313,29,10,1997,29,10,1997,1,1,0,0,12,3,1,5
4182,4182175,1,11,1996,1,11,1996,1,2,0,0,12,3,1,5
4182,4182147,26,8,1996,26,8,1996,1,8,0,0,12,3,1,5
4182,4182078,14,6,1995,23,6,1995,10,93,0,0,16,4,1,5
4182,4182231,27,3,1997,4,4,1997,9,3,0,0,16,4,1,5
4182,4182057,28,11,1994,29,11,1994,2,6,0,0,16,4,1,5
4182,4182216,20,2,1997,20,2,1997,1,5,0,0,12,3,1,5
4182,4182406,25,7,2002,25,7,2002,1,35,0,0,16,4,1,5
4182,4182388,20,5,2001,20,5,2001,1,3,0,0,1,2,1,5
4182,4182189,6,12,1996,9,12,1996,4,1,0,0,16,4,1,5
4182,4182458,30,1,2005,30,1,2005,1,14,0,0,16,4,1,5
4182,4182166,18,10,1996,24,10,1996,7,2,0,0,16,4,1,5
4182,4182424,8,8,2003,13,8,2003,6,6,0,0,16,4,1,5
4182,4182100,10,4,1996,10,4,1996,1,1,0,0,12,3,1,5
4182,4182350,17,10,1998,17,10,1998,1,43,0,0,16,4,1,5
4182,4182161,28,9,1996,28,9,1996,1,1,0,0,12,3,1,5
4182,4182222,9,3,1997,9,3,1997,1,1,0,0,12,3,1,5
4182,4182190,7,12,1996,7,12,1996,1,1,0,0,12,3,1,5
4182,4182460,22,2,2005,24,2,2005,3,21,0,0,7,3,1,5
4182,4182032,30,6,1994,30,6,1994,1,2,0,0,17,4,1,5
4182,4182385,16,4,2001,16,4,2001,1,0,0,0,16,4,1,5
4182,4182472,21,10,2005,21,10,2005,1,2,0,0,16,4,1,5
4182,4182467,1,7,2005,1,7,2005,1,2,0,0,8,3,1,5
4182,4182111,17,5,1996,17,5,1996,1,2,0,0,12,3,1,5
4182,4182336,5,12,1997,5,12,1997,1,2,0,0,12,3,1,5
4182,4182456,17,1,2005,17,1,2005,1,9,0,0,16,4,1,5
4182,4182321,12,11,1997,12,11,1997,1,4,0,0,12,3,1,5
4182,4182431,3,11,2003,3,11,2003,1,13,0,0,7,3,1,5
4182,4182239,18,4,1997,18,4,1997,1,1,0,0,12,3,1,5
4182,4182335,2,12,1997,2,12,1997,1,3,0,0,12,3,1,5
4182,4182471,6,10,2005,6,10,2005,1,15,0,0,8,3,1,5
4182,4182314,30,10,1997,30,10,1997,1,1,0,0,12,3,1,5
4182,4182317,7,11,1997,7,11,1997,1,3,0,0,12,3,1,5
4183,4183001,25,5,1997,28,5,1997,4,-9,0,0,15,4,1,5
4186,4186002,27,3,2000,3,4,2000,8,-9,0,0,7,3,6,5
4187,4187001,-9,6,1998,-9,6,1998,-9,-9,0,0,11,3,1,5
4187,4187002,-9,11,1998,-9,12,1998,-9,-9,0,0,11,3,1,5
4188,4188001,16,1,1999,16,1,1999,1,-9,-9,-9,17,4,1,5
4189,4189001,-9,7,1998,13,8,1998,-9,-9,0,0,14,4,1,5
4189,4189002,1,8,1998,1,8,1998,1,-9,0,0,11,3,1,5
4190,4190001,-9,6,1996,-9,6,1996,-9,-9,0,0,11,3,1,5
4190,4190002,-9,6,1996,-9,6,1996,-9,-9,0,0,11,3,1,5
4190,4190003,-9,6,1996,-9,6,1996,-9,-9,0,0,7,3,1,5
4190,4190004,-9,6,1996,-9,6,1996,-9,-9,0,0,1,2,1,5
4191,4191001,26,6,1996,26,6,1996,1,-9,0,0,16,4,1,5
4192,4192003,26,8,1996,-9,8,1996,-9,-9,0,0,15,4,1,5
4192,4192005,3,1,1997,-9,1,1997,-9,-9,0,0,11,3,1,5
4192,4192002,23,8,1996,-9,8,1996,-9,3,0,0,16,4,1,5
4192,4192001,27,7,1996,29,7,1996,3,27,0,0,16,4,1,5
4192,4192004,-9,9,1996,-9,9,1996,-9,-9,0,0,11,3,1,5
4193,4193004,1,11,1997,1,11,1997,1,54,0,0,12,3,1,5
4193,4193007,1,1,1998,1,1,1998,1,0,0,0,7,3,1,5
4193,4193003,23,10,1997,23,10,1997,1,9,0,0,12,3,1,5
4193,4193013,13,1,1998,15,1,1998,3,1,0,0,7,3,1,5
4193,4193001,10,10,1997,10,10,1997,1,13,0,0,4,2,1,5
4193,4193017,22,1,1998,22,1,1998,1,4,0,0,7,3,1,5
